p_val;avg_log2FC;pct.1;pct.2;p_val_adj;cluster;gene
1.37101613596047e-10;2.13721667532525;0.481;0.131;1.04156095848917e-06;Tg 5;TGME49-234540
1.39188252538507e-10;2.16610985208686;0.788;0.493;1.05741315453504e-06;Tg 5;TGME49-252880
1.40134384819795e-10;1.45102172792488;0.962;0.831;1.06460092147598e-06;Tg 5;TGME49-246940
1.5067387409745e-10;1.33987506511987;0.962;0.676;1.14466942151833e-06;Tg 5;TGME49-232080
1.59310189072706e-10;1.82443734129882;0.827;0.462;1.21027950638535e-06;Tg 5;TGME49-283510
1.98034103168698e-10;1.83770051553421;0.558;0.193;1.5044650817726e-06;Tg 5;TGME49-227800
2.03383072467951e-10;1.78668668338576;0.673;0.283;1.54510120153902e-06;Tg 5;TGME49-246720
2.05691443982138e-10;1.70244332968073;0.904;0.683;1.5626378999323e-06;Tg 5;TGME49-238150
2.11699434424601e-10;2.67297704777371;0.365;0.072;1.60828060332369e-06;Tg 5;TGME49-258230
2.18570086035563e-10;2.22381449640565;0.519;0.152;1.66047694361217e-06;Tg 5;TGME49-268880
2.19019221150685e-10;1.93728089484298;0.808;0.493;1.66388902308175e-06;Tg 5;TGME49-297470
2.23633215895868e-10;1.71641454883898;0.385;0.079;1.69894154116091e-06;Tg 5;TGME49-229500
2.29110213443925e-10;1.82616170675455;0.673;0.266;1.7405502915335e-06;Tg 5;TGME49-218240
2.39689438152413e-10;1.32972225236916;0.577;0.183;1.82092066164388e-06;Tg 5;TGME49-261300
2.55131147499962e-10;2.36836301487841;0.519;0.172;1.93823132755721e-06;Tg 5;TGME49-291800
2.95202097272533e-10;1.68438581703279;0.442;0.114;2.24265033297943e-06;Tg 5;TGME49-265650
3.46654027466018e-10;2.36718299629947;0.596;0.241;2.63353064665934e-06;Tg 5;TGME49-239770
3.57755855716242e-10;2.03366961882431;0.346;0.066;2.71787123587629e-06;Tg 5;TGME49-258900
4.17659888534868e-10;2.09255193683767;0.692;0.3;3.17296217319939e-06;Tg 5;TGME49-269330
4.63489442808832e-10;2.4551400425121;0.5;0.162;3.5211292970187e-06;Tg 5;TGME49-297870
4.88108180200398e-10;1.62942687021896;0.846;0.528;3.70815784498242e-06;Tg 5;TGME49-311310
5.25592214007044e-10;1.78482994026966;0.615;0.241;3.99292404981151e-06;Tg 5;TGME49-305590
5.28325196708226e-10;1.61946994150737;0.788;0.421;4.01368651939239e-06;Tg 5;TGME49-311800
5.59137587989079e-10;2.00175537645474;0.712;0.383;4.24776825595303e-06;Tg 5;TGME49-273930
5.9118107691842e-10;1.38530266069932;0.885;0.507;4.49120264134924e-06;Tg 5;TGME49-319500
6.21208854320476e-10;1.91708056288872;0.481;0.131;4.71932366627266e-06;Tg 5;TGME49-224540
6.56785850160239e-10;3.36256019896077;0.577;0.245;4.98960210366734e-06;Tg 5;TGME49-286580
7.08412149229894e-10;2.24981320511181;0.769;0.441;5.38180709769951e-06;Tg 5;TGME49-200250
8.11897498506892e-10;1.31719794297497;0.25;0.028;6.16798529615685e-06;Tg 5;TGME49-222330
9.14254415069963e-10;2.06504435192531;0.538;0.193;6.94559079128651e-06;Tg 5;TGME49-205360
1.12983945861216e-09;2.69720861648923;0.673;0.355;8.58339036707655e-06;Tg 5;TGME49-311770
1.17002853714481e-09;1.68183190071522;0.904;0.703;8.88870679668915e-06;Tg 5;TGME49-259630
1.21519370528908e-09;1.32186858881213;0.923;0.631;9.23182657908115e-06;Tg 5;TGME49-213800
1.53201098952396e-09;1.94930422993832;0.538;0.183;1.16386874874135e-05;Tg 5;TGME49-271270
1.91533053476436e-09;1.27453792060362;0.481;0.141;1.45507660726048e-05;Tg 5;TGME49-260825
1.96643710540328e-09;1.42137518133943;0.904;0.597;1.49390226897487e-05;Tg 5;TGME49-312570
2.04045373988838e-09;2.49152329090098;0.692;0.379;1.5501327061932e-05;Tg 5;TGME49-202200
2.20071202956778e-09;1.72220224149447;0.75;0.41;1.67188092886264e-05;Tg 5;TGME49-262920
2.2674450612158e-09;1.69438182808946;0.577;0.2;1.72257801300564e-05;Tg 5;TGME49-203010
2.30896066795384e-09;1.55940170443747;0.885;0.583;1.75411741944453e-05;Tg 5;TGME49-237200
2.31037700434677e-09;1.52879708423741;0.327;0.059;1.75519341020224e-05;Tg 5;TGME49-206690
2.39431422598267e-09;2.39999932137703;0.846;0.655;1.81896051747903e-05;Tg 5;TGME49-258410
2.42997782020384e-09;2.11241190149682;0.769;0.51;1.84605415000885e-05;Tg 5;TGME49-249780
2.485852777522e-09;1.41773335574187;0.885;0.538;1.88850235508347e-05;Tg 5;TGME49-311840
2.52781315739921e-09;3.11241190149682;0.5;0.183;1.92037965567618e-05;Tg 5;TGME49-287040
2.8372660389693e-09;2.20628884062322;0.308;0.055;2.15547100980498e-05;Tg 5;TGME49-221390
2.87191705891998e-09;1.36696448626169;0.885;0.686;2.18179538966151e-05;Tg 5;TGME49-244190
3.08249804065155e-09;1.1480341912421;0.558;0.183;2.34177376148298e-05;Tg 5;TGME49-205320
3.43016211191861e-09;1.80186352880399;0.5;0.155;2.60589415642457e-05;Tg 5;TGME49-299060
3.55195701475823e-09;2.17674208904852;0.481;0.155;2.69842174411183e-05;Tg 5;TGME49-222100
3.88805954657481e-09;1.55346995331762;0.692;0.303;2.95375883753289e-05;Tg 5;TGME49-246950
4.07108576235329e-09;1.1235003172712;0.962;0.824;3.09280385365979e-05;Tg 5;TGME49-319870
4.35333692980066e-09;1.08378791815863;0.981;0.959;3.30723006556956e-05;Tg 5;TGME49-220400
4.59478930971165e-09;1.91437757728619;0.654;0.314;3.49066143858794e-05;Tg 5;TGME49-217400
4.6137110017603e-09;2.46708564741801;0.5;0.183;3.5050362480373e-05;Tg 5;TGME49-280480
4.71231756533618e-09;1.18015254586878;0.885;0.576;3.5799476543859e-05;Tg 5;TGME49-225870
4.88720310119053e-09;1.12284587826986;1;0.948;3.71280819597444e-05;Tg 5;TGME49-243730
4.92856950200824e-09;1.46844796578259;0.596;0.231;3.74423425067566e-05;Tg 5;TGME49-269390
5.38982714674201e-09;1.40265377482301;0.423;0.121;4.0946516833799e-05;Tg 5;TGME49-214400
6.12700254812422e-09;1.8596120807065;0.519;0.176;4.65468383580997e-05;Tg 5;TGME49-261370
6.2271326566636e-09;1.65248564306731;0.846;0.545;4.73075267926734e-05;Tg 5;TGME49-209000
6.9431250559963e-09;1.15150067482918;0.327;0.066;5.27469210504039e-05;Tg 5;TGME49-245550
6.99573357818678e-09;1.96232642337479;0.577;0.245;5.3146587993485e-05;Tg 5;TGME49-235380
7.05995943176357e-09;2.3707474112517;0.519;0.203;5.36345118031079e-05;Tg 5;TGME49-253130
7.36353850051182e-09;1.53682425743603;0.596;0.228;5.59408019883883e-05;Tg 5;TGME49-253370
8.66325916111945e-09;1.73306033699805;0.423;0.117;6.58147798470245e-05;Tg 5;TGME49-310740
1.05768620850529e-08;1.13949482156903;0.346;0.076;8.03524212601466e-05;Tg 5;TGME49-256025
1.06554003639412e-08;1.35346148696174;0.692;0.317;8.0949076564861e-05;Tg 5;TGME49-235460
1.09682935698012e-08;1.07209357430307;0.635;0.262;8.332612624978e-05;Tg 5;TGME49-232150
1.11839589676882e-08;1.21050583508019;0.923;0.793;8.49645362775272e-05;Tg 5;TGME49-202840
1.16932639526515e-08;1.15810826266518;0.827;0.49;8.88337262482937e-05;Tg 5;TGME49-209160
1.27041813513821e-08;2.09449990753257;0.558;0.228;9.65136657264497e-05;Tg 5;TGME49-220930
1.29622279187723e-08;1.80809211933521;0.308;0.059;9.84740454989133e-05;Tg 5;TGME49-221630
1.45436564590766e-08;1.90187885980904;0.615;0.286;0.000110488158119605;Tg 5;TGME49-241010
1.54764407389512e-08;1.74625591256874;0.327;0.072;0.000117574520293812;Tg 5;TGME49-272650
1.64921185371522e-08;1.54403463590168;0.558;0.224;0.000125290624526746;Tg 5;TGME49-313600
1.66712324297102e-08;1.71279047258326;0.635;0.297;0.000126651352768508;Tg 5;TGME49-222360
1.76906741324833e-08;1.71865703575327;0.385;0.097;0.000134396051384476;Tg 5;TGME49-306455
1.8087460807116e-08;2.39623551065203;0.442;0.138;0.00013741043975166;Tg 5;TGME49-225320
1.86449939671175e-08;1.45647233951105;0.75;0.414;0.000141646019168192;Tg 5;TGME49-210430
1.97082655373528e-08;1.5927623420319;0.75;0.441;0.000149723693287269;Tg 5;TGME49-272660
2.02622367399059e-08;2.69925057975375;0.423;0.128;0.000153932212513065;Tg 5;TGME49-267680
2.05151626602326e-08;2.23987955284186;0.654;0.328;0.000155853690729787;Tg 5;TGME49-279420
2.22077625626526e-08;1.29043554748383;0.577;0.224;0.000168712372188472;Tg 5;TGME49-225900
2.40648094802789e-08;1.16198718201767;0.462;0.141;0.000182820357621678;Tg 5;TGME49-312300
2.57995109894224e-08;1.2957912153642;0.481;0.155;0.000195998884986642;Tg 5;TGME49-230980
2.58689819628613e-08;1.61202556543054;0.423;0.128;0.000196526655971857;Tg 5;TGME49-229260
2.62507610913663e-08;2.02658059910332;0.673;0.362;0.00019942703201111;Tg 5;TGME49-201520
2.63839141097361e-08;1.71978370120755;0.654;0.331;0.000200438595491665;Tg 5;TGME49-240560
3.25343766967425e-08;1.59483789123075;0.731;0.39;0.000247163659765153;Tg 5;TGME49-244640
3.55423701043501e-08;1.3735782032831;0.577;0.238;0.000270015385682748;Tg 5;TGME49-229640
3.66864625074584e-08;1.38415392256522;0.596;0.248;0.000278707055669161;Tg 5;TGME49-225220
3.71747317468339e-08;1.75248786628026;0.558;0.228;0.000282416437080697;Tg 5;TGME49-210270
3.95787709496505e-08;1.15913629654186;0.692;0.324;0.000300679922904495;Tg 5;TGME49-209610
4.00259243828193e-08;3.37602283507532;0.538;0.259;0.000304076947536278;Tg 5;TGME49-271930
4.3973958097701e-08;1.76629688887295;0.538;0.214;0.000334070159668234;Tg 5;TGME49-253400
4.64529814322007e-08;1.65295219272934;0.519;0.193;0.000352903299940429;Tg 5;TGME49-278920
4.74483877281583e-08;2.19663324828506;0.596;0.276;0.000360465401570818;Tg 5;TGME49-315500
5.037285167981e-08;1.85708934179827;0.654;0.348;0.000382682554211516;Tg 5;TGME49-262480
5.34293915619775e-08;1.70264522795172;0.519;0.203;0.000405903087696343;Tg 5;TGME49-252200
5.58386851037488e-08;1.61425680751519;0.519;0.203;0.00042420649073318;Tg 5;TGME49-267610
5.97118889672562e-08;1.90643003852851;0.5;0.193;0.000453631220484245;Tg 5;TGME49-293240
6.46026956232974e-08;1.70752763946466;0.577;0.259;0.00049078667865019;Tg 5;TGME49-246178
6.56159193049824e-08;1.79986999701461;0.481;0.172;0.000498484138959952;Tg 5;TGME49-285810
6.59595685546761e-08;1.22703175488988;0.692;0.321;0.000501094842309874;Tg 5;TGME49-238390
7.38922105385544e-08;2.13027832229033;0.712;0.41;0.000561359123461398;Tg 5;TGME49-269340
7.98947469858191e-08;1.1795559931237;0.865;0.655;0.000606960392851268;Tg 5;TGME49-311010
8.85424593902737e-08;1.22131718741979;0.269;0.048;0.000672657063987909;Tg 5;TGME49-313480
8.95688969042608e-08;2.00132182874036;0.385;0.114;0.00068045490978167;Tg 5;TGME49-278780
9.01270230530303e-08;1.0130567755526;0.923;0.672;0.000684694994133871;Tg 5;TGME49-225490
9.18891356888872e-08;1.31219078402082;0.923;0.8;0.000698081763828476;Tg 5;TGME49-225560
9.28547033592923e-08;1.91637502480964;0.481;0.162;0.000705417181420544;Tg 5;TGME49-202220
9.85868786439911e-08;1.78203214189427;0.673;0.393;0.0007489645170584;Tg 5;TGME49-291880
1.02858641572644e-07;2.21973255614062;0.269;0.052;0.000781417100027377;Tg 5;TGME49-291650
1.1158458570214e-07;1.5078139975678;0.635;0.317;0.000847708097579156;Tg 5;TGME49-310970
1.17994215791576e-07;1.57963353379927;0.365;0.1;0.0008964020573686;Tg 5;TGME49-202550
1.3376074518423e-07;1.64719681761191;0.577;0.255;0.00101618038116459;Tg 5;TGME49-239400
1.36405953379038e-07;1.82537632969564;0.442;0.148;0.00103627602782056;Tg 5;TGME49-309850
1.48130314152507e-07;1.01490360176511;0.481;0.169;0.00112534599661659;Tg 5;TGME49-253910
1.55873106550372e-07;1.14714967113988;0.5;0.172;0.00118416799046317;Tg 5;TGME49-225480
1.62429946170099e-07;1.76108947810767;0.462;0.159;0.00123398030105425;Tg 5;TGME49-265080
1.66963121504508e-07;1.77169549042242;0.654;0.334;0.00126841883406974;Tg 5;TGME49-216620
1.69954421704959e-07;1.4120997639511;0.904;0.707;0.00129114374169257;Tg 5;TGME49-312630
2.21669392807255e-07;1.19298410665409;0.769;0.462;0.00168402237715672;Tg 5;TGME49-295420
2.34336596601456e-07;1.68674558977619;0.558;0.255;0.00178025512438126;Tg 5;TGME49-254070
2.39535442980953e-07;1.36615284834421;0.442;0.152;0.0018197507603263;Tg 5;TGME49-227050
2.57845645589608e-07;1.57227918223644;0.481;0.172;0.00195885336954425;Tg 5;TGME49-319540
2.89904217511982e-07;1.73709897326683;0.442;0.162;0.00220240234043852;Tg 5;TGME49-225330
3.51476446646501e-07;1.1411618495311;0.788;0.5;0.00267016656517347;Tg 5;TGME49-315160
4.30241545901551e-07;1.25485594645252;0.885;0.772;0.00326854502421408;Tg 5;TGME49-245490
4.36357583081275e-07;1.58734434633749;0.462;0.172;0.00331500855866844;Tg 5;TGME49-238895
4.55837978181731e-07;1.76875023286136;0.423;0.148;0.00346300112024661;Tg 5;TGME49-312622
4.74330025472938e-07;1.18976161211445;0.538;0.221;0.00360348520351791;Tg 5;TGME49-270890
4.76035871406331e-07;1.28016056365044;0.596;0.272;0.0036164445150739;Tg 5;TGME49-255700
4.81174679472943e-07;1.15151935186319;0.942;0.766;0.00365548403995595;Tg 5;TGME49-200010
5.58785022407101e-07;1.7533413254167;0.519;0.224;0.00424508981522675;Tg 5;TGME49-296015
