myAUC	avg_diff	power	avg_log2FC	pct.1	pct.2
Dbt	0.875	1.01160091167848	0.75	1.4594316186373	0.75	0
Gstm5	0.875	2.56494935746154	0.75	3.70043971814109	0.75	0
Mgarp	0.875	2.77258872223978	0.75	4	0.75	0
Gm37199	0.875	1.65822807660353	0.75	2.39231742277876	0.75	0
Ptchd1	0.875	2.9041650800285	0.75	4.18982455888002	0.75	0
1110012L19Rik	0.875	1.34992671694902	0.75	1.94753258010586	1	0.333
Btg1c	0.875	0.810930216216329	0.75	1.16992500144231	0.75	0
Il13ra1	0.875	1.30876864445551	0.75	1.88815403302693	1	0.444
Mkks	0.875	1.01160091167848	0.75	1.4594316186373	0.75	0
Ndufaf1	0.875	1.63510565918268	0.75	2.35895882583233	1	0.444
Tanc1	0.875	1.17865499634165	0.75	1.70043971814109	0.75	0
Tmem141	0.875	1.87180217690159	0.75	2.70043971814109	0.75	0
Ifi203-ps	0.875	0.810930216216329	0.75	1.16992500144231	0.75	0
Tmem9	0.875	1.65822807660353	0.75	2.39231742277876	0.75	0
Clasp1	0.875	1.08157610151554	0.75	1.56038447800049	1	0.667
Epha4	0.875	1.25276296849537	0.75	1.8073549220576	0.75	0
Bzw1	0.875	0.57976935399639	0.75	0.836430371869991	1	1
Sgk3	0.875	1.14740245283754	0.75	1.65535182861255	1	0.333
Snx2	0.125	-1.86007871320553	0.75	-2.68352633520475	0.5	0.889
Rnps1	0.125	-0.575364144903562	0.75	-0.830074998557687	1	1
Phb	0.125	-1.23382576747562	0.75	-1.78003431605809	0.75	1
Poldip2	0.125	-1.31218638896617	0.75	-1.89308479608349	0.75	1
Clint1	0.125	-1.0491484969892	0.75	-1.51360133376243	0.75	1
Smarca5	0.125	-0.575364144903562	0.75	-0.830074998557687	1	1
Trappc11	0.125	-2.07247287236374	0.75	-2.98994633533608	0.25	0.889
Rpl41	0.125	-0.4655847091077	0.75	-0.67169675094341	1	1
Gramd1a	0.125	-1.23969088692802	0.75	-1.78849589480629	0.75	1
Iqsec1	0.125	-1.77683381901138	0.75	-2.56342933917152	0.25	0.889
Golim4	0.125	-1.70810943994113	0.75	-2.46428101829869	0.25	0.889
Mrgbp	0.125	-1.44785225411932	0.75	-2.08880926695786	0.25	0.889
Mtch2	0.125	-0.463475863158527	0.75	-0.668654329350539	1	1
Fmnl2	0.125	-0.885995150340887	0.75	-1.27822080964847	0.75	1
Prdx3	0.861	1.03029304469063	0.722	1.48639866623757	1	1
Ahnak	0.861	1.49960311638135	0.722	2.16346997930501	1	0.889
Slc3a2	0.861	0.736598214669014	0.722	1.06268659143065	1	1
Ccdc88b	0.861	1.10782894377303	0.722	1.59825932333461	1	0.778
Pcx	0.861	2.7710250002636	0.722	3.99774402605963	0.75	0.111
Haus1	0.861	1.03871414708704	0.722	1.49854774890368	1	0.222
Fpr2	0.861	2.09186406167839	0.722	3.01792190799726	0.75	0.111
Usp25	0.861	0.810930216216329	0.722	1.16992500144231	1	0.778
Samsn1	0.861	0.871554838032763	0.722	1.25738784269265	1	1
Ift57	0.861	1.10942320477233	0.722	1.60055935577217	1	0.556
Pak2	0.861	0.42507357949654	0.722	0.61325154515258	1	1
Nde1	0.861	0.871222446472449	0.722	1.25690830303695	1	0.778
Usp7	0.861	0.825458316779239	0.722	1.19088462007796	1	0.889
Pde1b	0.861	2.53369681395743	0.722	3.65535182861255	0.75	0.111
Gtpbp1	0.861	0.993251773010283	0.722	1.43295940727611	1	0.556
Kctd17	0.861	0.920129508181321	0.722	1.32746627842879	1	0.444
Fam49b	0.861	0.838329190404443	0.722	1.20945336562895	1	0.889
Sipa1l1	0.861	1.21639532432449	0.722	1.75488750216347	1	0.556
F730043M19Rik	0.861	0.973449145714104	0.722	1.40439025507934	1	0.778
Tent4a	0.861	0.889711094069443	0.722	1.28358178323788	1	0.556
Iars	0.861	0.80097988536316	0.722	1.15556970846524	1	0.778
Smim13	0.861	1.45278410238872	0.722	2.09592441999854	1	0.333
Sirt7	0.861	1.08964361868535	0.722	1.57202344501366	1	0.667
Becn1	0.861	0.598871497326612	0.722	0.863988939322851	1	0.889
Rps6kb1	0.861	0.860691725775392	0.722	1.24171568451032	1	0.778
Ccl5	0.861	0.847297860387204	0.722	1.22239242133645	1	0.556
Rnf167	0.861	0.583540374020668	0.722	0.841870803758108	1	0.556
Asgr2	0.861	2.17190676935193	0.722	3.1333991254172	0.75	0.111
Cnot8	0.861	0.549285117547543	0.722	0.792450915119953	1	0.667
Ccdc71	0.861	2.35849272493234	0.722	3.40258575823259	0.75	0.111
Tm9sf2	0.861	1.10094601201433	0.722	1.58832935181955	1	0.889
Tpt1	0.861	0.457790927109904	0.722	0.66045270030542	1	1
Kctd9	0.861	1.01678227042048	0.722	1.46690673919944	1	0.444
Lgals3	0.861	0.69864379413008	0.722	1.00792993713932	1	1
Tcf25	0.861	0.57695232273641	0.722	0.832366254841187	1	1
Rab8a	0.861	0.638850153474571	0.722	0.921665948288918	1	1
Irf2	0.861	1.42069578783722	0.722	2.0496307677246	1	0.556
Cyp4v3	0.861	1.90954250488444	0.722	2.75488750216347	0.75	0.111
Naxd	0.861	0.392477912581353	0.722	0.56622593813957	1	0.444
Stat6	0.861	0.755730666861713	0.722	1.0902888853291	1	0.889
Stk11	0.861	0.781942679343076	0.722	1.12810482574768	1	0.889
Gm47644	0.861	1.18562366565774	0.722	1.71049338280502	0.75	0.111
Gm20300	0.861	1.74523945359316	0.722	2.51784830486262	0.75	0.111
Mrpl23	0.861	1.3415584672785	0.722	1.93545974780529	0.75	0.111
Ypel3	0.861	0.91460864569117	0.722	1.31950135749282	1	0.667
Relt	0.861	1.51958158331224	0.722	2.19229281447077	1	0.889
Tmem86a	0.861	2.97425324187687	0.722	4.29094040240368	0.75	0.111
Saa3	0.861	4.1659809952427	0.722	6.01024012227432	0.75	0.111
Recql	0.861	1.28093384546206	0.722	1.84799690655495	0.75	0.111
Cd9	0.861	1.18759333342079	0.722	1.71333501271896	1	0.778
Vamp1	0.861	2.27726728500976	0.722	3.28540221886225	0.75	0.111
Rassf4	0.861	1.6644780969487	0.722	2.40133429613619	1	0.667
Edem1	0.861	0.806873415520714	0.722	1.16407227519688	1	1
Bhlhe40	0.861	0.621185678751253	0.722	0.896181498205679	1	1
Cav1	0.861	3.05163990549229	0.722	4.40258575823259	0.75	0.111
2610001J05Rik	0.861	1.16760516015506	0.722	1.68449817427207	1	0.556
Dpysl5	0.861	2.11926303586651	0.722	3.0574502721839	0.75	0.111
Hadha	0.861	1.10664446036537	0.722	1.59655047499637	1	0.889
Tyms	0.861	0.848670544199175	0.722	1.22437278546469	1	0.778
Kif1b	0.861	1.00799405474749	0.722	1.45422802402976	1	0.889
Iffo2	0.861	1.45278410238872	0.722	2.09592441999854	0.75	0.111
S100pbp	0.861	1.20039498297805	0.722	1.73180388905043	1	0.333
Rps8	0.861	0.242946178610389	0.722	0.350497247084133	1	0.889
Mrpl37	0.861	1.06875932551843	0.722	1.54189377882927	1	0.889
Tdrd7	0.861	1.35949616796517	0.722	1.96133837963089	1	0.333
Polr1e	0.861	1.08536706191809	0.722	1.56585367777345	1	0.222
Ggh	0.861	1.08718359284449	0.722	1.56847437793259	1	0.778
Slc30a7	0.861	1.30642147598221	0.722	1.88476778471038	1	0.556
S100a11	0.861	0.417527980557439	0.722	0.602365546982602	1	1
P2ry14	0.861	0.98929919869446	0.722	1.42725704791192	1	0.778
Slc7a11	0.861	1.08568803768717	0.722	1.56631674792376	1	1
Morf4l2	0.861	0.741937344729378	0.722	1.0703893278914	1	0.778
Pja1	0.861	0.835321669340488	0.722	1.20511442990461	1	0.333
Elf4	0.861	0.938763587726214	0.722	1.35434957257974	1	0.889
Rp2	0.861	1.03055882542309	0.722	1.48678210678225	1	0.667
Timm10	0.861	0.741060536255843	0.722	1.06912436065482	1	0.889
Itprid2	0.861	0.781516331010035	0.722	1.12748973512192	1	1
Slc2a6	0.861	1.49238135701308	0.722	2.15305118287792	1	0.667
F11r	0.861	1.29543853166495	0.722	1.8689227454095	1	0.556
Rasal2	0.861	2.26318254512802	0.722	3.26508223448265	0.75	0.111
Mff	0.861	0.768005171499295	0.722	1.10799725229911	1	0.667
Lancl1	0.861	1.36645601890023	0.722	1.97137932206023	1	0.667
Txndc9	0.861	0.781942679343077	0.722	1.12810482574768	1	0.778
Rock1	0.139	-0.7339691750802	0.722	-1.05889368905357	1	1
Rab5a	0.139	-1.64580555660497	0.722	-2.3743955147815	0.5	0.889
Mrps18a	0.139	-1.13497993283898	0.722	-1.63742992061529	0.5	1
Mrtfb	0.139	-1.17694413193802	0.722	-1.69797146255034	1	1
Tuba1c	0.139	-0.629198455959671	0.722	-0.907741492148011	1	1
Nup50	0.139	-0.791818708066975	0.722	-1.14235292341133	1	1
Atp5mpl	0.139	-0.699459970534321	0.722	-1.00910743079021	1	1
Dnmt3a	0.139	-3.05096840202925	0.722	-4.40161698351652	0.25	0.778
Mfsd11	0.139	-1.72804365484195	0.722	-2.49304001128012	0.5	0.889
Car4	0.139	-1.40701702779776	0.722	-2.02989648845015	0.75	1
Zmat5	0.139	-2.07944154167984	0.722	-3	0.5	0.889
Gpr183	0.139	-1.35962611403773	0.722	-1.96152585218536	0.25	1
Ear2	0.139	-2.88210724804627	0.722	-4.15800183406649	0.25	0.778
Fut11	0.139	-1.34373474670109	0.722	-1.93859945533586	0.25	0.889
Cfap20	0.139	-1.6094379124341	0.722	-2.32192809488736	0.5	1
Mt2	0.139	-1.37739324107037	0.722	-1.9871583982462	1	1
Abracl	0.139	-0.473964030461832	0.722	-0.683785556307031	1	1
Prmt1	0.139	-1.17580192735924	0.722	-1.69632360966886	1	1
Hk2	0.139	-0.710307856319137	0.722	-1.02475762181609	1	1
N4bp2l2	0.139	-0.81377516834856	0.722	-1.17402939977505	1	1
Ak2	0.139	-0.455088306993574	0.722	-0.656553643666182	1	1
Macf1	0.139	-0.636388846741336	0.722	-0.918115033270772	1	1
Mdn1	0.139	-1.12804348884233	0.722	-1.62742274725991	0.75	1
Rsbn1	0.139	-1.37387184112133	0.722	-1.98207809200274	0.5	0.889
Pgk1	0.139	-0.315333603782291	0.722	-0.454930226402356	1	1
Scand1	0.139	-1.0453677741493	0.722	-1.50814690367033	0.25	1
Hat1	0.139	-0.693946221753078	0.722	-1.0011527727668	1	1
St6galnac4	0.139	-1.18062544032894	0.722	-1.70328246790992	0.75	1
Ntmt1	0.139	-0.929535958624176	0.722	-1.34103691783507	0.75	1
Dusp23	0.139	-1.95268983604069	0.722	-2.81713594285019	0.25	0.778
Tor3a	0.139	-1.55334844578306	0.722	-2.24100809950379	0.5	0.889
Thap4	0.139	-1.76252983091312	0.722	-2.54279304647722	0.25	0.778
Hmgxb3	0.847	2.0636931847117	0.694	2.97727992349992	0.75	0.222
Brd8	0.847	1.05015990528216	0.694	1.515060487491	1	0.667
Ccny	0.847	0.569768159399441	0.694	0.822001698022006	1	1
Dennd1c	0.847	0.993251773010283	0.694	1.43295940727611	0.75	0.111
Pot1b	0.847	1.39871688111845	0.694	2.01792190799726	0.75	0.111
Rrp36	0.847	1.01754446557933	0.694	1.46800635437531	1	0.667
H2-K2	0.847	1.29050329647822	0.694	1.86180270607998	1	0.667
Pknox1	0.847	0.955511445027436	0.694	1.37851162325373	1	0.556
Rpusd1	0.847	1.96838300490737	0.694	2.83977639974998	0.75	0.222
Tsc2	0.847	1.10818173968426	0.694	1.59876830024619	1	0.333
Sod2	0.847	0.668444567919574	0.694	0.964361663246734	1	1
Pdxdc1	0.847	1.11461263001455	0.694	1.6080461138342	1	0.889
Maf1	0.847	1.07523184002405	0.694	1.55123164340861	1	0.778
Rnaseh1	0.847	1.54489939129653	0.694	2.22881869049588	0.75	0.222
Pqlc3	0.847	1.02681859664937	0.694	1.48138609727861	1	0.667
Dip2c	0.847	1.28093384546206	0.694	1.84799690655495	0.75	0.111
Cant1	0.847	0.726372828188266	0.694	1.0479344770637	1	0.778
Arl5c	0.847	2.08722368212189	0.694	3.01122725542325	0.75	0.222
Trpv2	0.847	2.80336038090654	0.694	4.04439411935845	0.75	0.222
Map2k3	0.847	1.13985524720216	0.694	1.64446351246982	1	0.667
Tbc1d2b	0.847	2.11021320034659	0.694	3.04439411935845	0.75	0.222
Acod1	0.847	3.67053031544574	0.694	5.29545588352617	0.75	0.222
Lpar6	0.847	0.943281667701003	0.694	1.36086778415371	1	0.778
Chmp7	0.847	0.553101106914229	0.694	0.797956224055354	1	0.556
Lrp10	0.847	0.456284356504377	0.694	0.658279178364078	1	1
Ptger2	0.847	2.28683673602591	0.694	3.29920801838728	0.75	0.222
Arhgef3	0.847	2.01490302054227	0.694	2.90689059560852	0.75	0.222
Cog2	0.847	1.52877000936665	0.694	2.20554891117303	1	0.667
Zup1	0.847	0.65677953638907	0.694	0.947532580105864	1	0.444
Esr1	0.847	2.15070456170133	0.694	3.10281080558378	0.75	0.222
Gm7964	0.847	0.906240396020654	0.694	1.30742852519225	0.75	0.111
Nectin2	0.847	1.03029304469063	0.694	1.48639866623757	1	0.444
Ggct	0.847	0.993251773010284	0.694	1.43295940727611	0.75	0.222
Trim56	0.847	1.84054963339749	0.694	2.65535182861255	0.75	0.111
Pitpnb	0.847	0.976009966575777	0.694	1.40808473863708	1	0.778
Hpse	0.847	1.00721012526099	0.694	1.45309705284718	1	0.556
Cxcl3	0.847	1.49850635172682	0.694	2.16188768237689	1	0.667
Ccnl2	0.847	0.469822977090968	0.694	0.677811279144827	1	1
Inpp5b	0.847	1.05209227303322	0.694	1.51784830486262	1	0.556
Exo5	0.847	1.72722094809048	0.694	2.49185309632967	0.75	0.111
Dock7	0.847	1.20682587330834	0.694	1.74108170263844	1	0.556
Gclm	0.847	1.06582246584512	0.694	1.5376567859428	1	0.778
Bcas2	0.847	0.330344477640057	0.694	0.476586339676365	1	1
Mrpl24	0.847	0.65677953638907	0.694	0.947532580105864	1	0.778
Kpna4	0.847	0.766913330799555	0.694	1.10642205913615	1	1
Rab9	0.847	1.09861228866811	0.694	1.58496250072116	1	0.556
Tmem164	0.847	0.907780042206246	0.694	1.30964976510892	1	0.556
Kif16b	0.847	2.2681763133085	0.694	3.27228671907199	0.75	0.222
Lrrc57	0.847	1.46151778235748	0.694	2.10852445677817	0.75	0.111
Surf1	0.847	1.50407739677627	0.694	2.16992500144231	0.75	0.222
Ndor1	0.847	1.70887180942229	0.694	2.46538088496848	0.75	0.222
Gm45902	0.847	1.78437936193043	0.694	2.57431525652165	0.75	0.222
Scyl3	0.847	1.03798766685167	0.694	1.49749965947082	1	0.444
Tmem184b	0.153	-1.1239300966524	0.694	-1.62148837674627	0.75	0.889
Socs7	0.153	-1.85629799036563	0.694	-2.67807190511264	0.25	0.778
Fxr2	0.153	-1.77432440740595	0.694	-2.55980902349282	0.75	0.889
Eif4enif1	0.153	-1.21402314017944	0.694	-1.75146516386132	0.5	1
Dlat	0.153	-1.8632184332102	0.694	-2.68805599368526	0.25	0.889
Nsd3	0.153	-1.00330210886378	0.694	-1.44745897697122	0.5	1
Myl6	0.153	-0.444685821261446	0.694	-0.641546029087524	1	1
Bccip	0.153	-0.579522155052226	0.694	-0.83607373917913	1	1
Gm6290	0.153	-0.852574917488047	0.694	-1.23000560544632	1	0.889
Il12rb2	0.153	-1.75627902921264	0.694	-2.53377504586237	1	1
Jun	0.153	-0.879359792846866	0.694	-1.26864801229732	0.75	1
Abtb2	0.153	-2.32456399971282	0.694	-3.3536369546147	0.25	0.778
Nck2	0.153	-1.59701539243554	0.694	-2.3040061868901	0.5	0.889
mt-Co1	0.833	0.271485787144685	0.666	0.391671198785474	1	1
Rcl1	0.833	0.862665890615518	0.666	1.24456380233507	1	0.889
Nudt22	0.833	2.15800386418294	0.666	3.11334147307594	0.75	0.111
Unc93b1	0.833	0.46897851383049	0.666	0.676592976186725	1	0.778
Cd63-ps	0.833	0.677398823591806	0.666	0.977279923499917	1	0.333
Ndfip1	0.833	0.65858949163431	0.666	0.950143793562402	1	0.889
Taf7	0.833	0.789876807018496	0.666	1.13955135239879	1	0.222
Tmco6	0.833	1.50407739677627	0.666	2.16992500144231	0.75	0.111
Sting1	0.833	2.53644029990318	0.666	3.65930984218124	0.75	0.333
Polr2d	0.833	1.05107134389911	0.666	1.51637541546374	1	0.889
Rhoq	0.833	1.03099210099313	0.666	1.48740719129848	1	0.556
Rftn1	0.833	0.748164520666541	0.666	1.07937324373469	1	0.889
Polh	0.833	0.893168314453301	0.666	1.28856949794093	1	0.444
Pla2g7	0.833	0.98720945855432	0.666	1.424242190175	1	0.778
Zfp414	0.833	0.897941593205958	0.666	1.29545588352617	1	0.333
BC004004	0.833	0.744555147271456	0.666	1.07416601863688	1	0.778
Pkmyt1	0.833	1.15923691048454	0.666	1.6724253419715	1	0.556
Parp9	0.833	1.13301371538544	0.666	1.63459326844576	1	0.556
2510009E07Rik	0.833	2.22191718992659	0.666	3.20554891117303	0.75	0.333
Ppil2	0.833	0.881881952188613	0.666	1.27228671907199	1	0.778
Zc3h7a	0.833	0.628608659422374	0.666	0.906890595608519	1	1
Pacsin2	0.833	0.931882826633991	0.666	1.34442273267445	1	0.778
Tnrc6b	0.833	0.890067536775053	0.666	1.28409602136162	1	0.778
Cyth4	0.833	1.25589776730074	0.666	1.8118774807483	1	0.444
Peg13	0.833	2.00051428309016	0.666	2.88613203544172	0.75	0.111
Trps1	0.833	1.11715586638028	0.666	1.61171522832684	1	0.667
Gm9658	0.833	0.182321556793955	0.666	0.263034405833794	1	0.222
Cdca7l	0.833	0.950692158591488	0.666	1.37155886261196	1	0.556
Sel1l	0.833	0.548824985554198	0.666	0.791787084974998	1	1
Ahsa1	0.833	0.572519192771331	0.666	0.825970600224951	1	1
Mnat1	0.833	1.40179854765586	0.666	2.02236781302845	1	0.778
Heatr5a	0.833	1.48538526376412	0.666	2.14295795384204	1	0.333
Kidins220	0.833	1.07329448068382	0.666	1.54843662469604	1	0.556
Rasa1	0.833	1.61474296466379	0.666	2.3295816674308	1	0.667
Golm1	0.833	1.50407739677627	0.666	2.16992500144231	0.75	0.111
Larp4b	0.833	0.87220104160937	0.666	1.25832011738803	1	1
Gdi2	0.833	0.531706999818346	0.666	0.767091051843877	1	1
Tbcd	0.833	0.877621590715001	0.666	1.26614031670162	1	0.444
Nploc4	0.833	1.03666780270758	0.666	1.49559549801549	1	0.778
Prkar1a	0.833	0.301402030193159	0.666	0.434831214273536	1	1
Acly	0.833	1.00995860551201	0.666	1.45706227167531	1	1
Nfe2l1	0.833	0.602688139214917	0.666	0.869495189647957	1	1
Pctp	0.833	1.61848774795402	0.666	2.33498424771281	0.75	0.333
Ddx52	0.833	0.916290731874155	0.666	1.32192809488736	1	0.556
2610507B11Rik	0.833	0.486003970592177	0.666	0.701155518225678	1	1
Mis12	0.833	1.77918068702119	0.666	2.5668151540109	0.75	0.222
Med11	0.833	0.868749787105155	0.666	1.25334100962995	1	0.667
Kdm6b	0.833	0.668509876174561	0.666	0.964455883142333	1	0.889
Smcr8	0.833	1.56470201859271	0.666	2.25738784269265	0.75	0.111
Rai1	0.833	0.810930216216329	0.666	1.16992500144231	1	0.667
Slu7	0.833	1.77918068702119	0.666	2.5668151540109	0.75	0.333
Dbnl	0.833	0.913098390775182	0.666	1.31732252021505	1	1
Urgcp	0.833	0.64585046585688	0.666	0.931765264247548	1	0.778
Rhoa	0.833	0.353793097563843	0.666	0.510415547356102	1	1
Tmem115	0.833	0.690302228427714	0.666	0.995895601667264	1	1
Slc25a36	0.833	0.635039549752665	0.666	0.916168409196529	1	0.667
Gnb5	0.833	1.54489939129653	0.666	2.22881869049588	0.75	0.111
Aqp9	0.833	1.24596946410697	0.666	1.7975539669662	1	0.667
Rnf111	0.833	1.11411647520407	0.666	1.60733031374961	1	0.556
Tln2	0.833	0.810930216216329	0.666	1.16992500144231	1	0.333
Ppp2r1b	0.833	0.897941593205958	0.666	1.29545588352617	1	0.778
H2ax	0.833	0.549285117547543	0.666	0.792450915119951	1	0.778
Zfp560	0.833	0.417887628106722	0.666	0.602884408718419	1	0.333
Tbc1d4	0.833	1.02223930988354	0.666	1.47477958297073	1	0.667
Rhobtb2	0.833	1.64127851828976	0.666	2.36786437905422	0.75	0.111
Psme1	0.833	0.485821738245431	0.666	0.70089261252274	1	1
Exoc5	0.833	0.578677948703878	0.666	0.834855806866885	1	1
Capn7	0.833	1.13028363250576	0.666	1.63065459141403	1	0.889
Klhdc4	0.833	0.41663840870629	0.666	0.601082166084433	1	0.889
Ap1g1	0.833	0.461034959262975	0.666	0.66513284940514	1	0.889
Nqo1	0.833	1.08856195281461	0.666	1.57046293102604	1	0.333
Smad1	0.833	1.34992671694902	0.666	1.94753258010586	0.75	0.111
Atp13a1	0.833	0.178407657472818	0.666	0.257387842692651	1	0.667
Polb	0.833	0.800348106885792	0.666	1.154658244789	1	0.778
Cd63	0.833	0.573497187959307	0.666	0.827381549032658	1	0.889
Socs2	0.833	0.489639603762594	0.666	0.706400628171132	1	1
Gadd45b	0.833	0.572823792225407	0.666	0.826410044346805	1	0.889
Adamtsl5	0.833	0.998141758304475	0.666	1.44001416481006	1	0.333
Kifbp	0.833	1.28093384546206	0.666	1.84799690655495	0.75	0.111
Cdk19	0.833	1.90954250488444	0.666	2.75488750216347	0.75	0.222
E130307A14Rik	0.833	1.14740245283754	0.666	1.65535182861255	0.75	0.111
Gm42715	0.833	0.705569700558502	0.666	1.01792190799726	0.75	0.111
Igsf6	0.833	2.72785282839839	0.666	3.93545974780529	0.75	0.333
Tmem9b	0.833	0.676110993407377	0.666	0.975421977279334	1	1
Tpp1	0.833	0.810930216216329	0.666	1.16992500144231	1	0.778
Tubgcp5	0.833	2.23804657185647	0.666	3.22881869049588	0.75	0.333
Zfp180	0.833	1.88544495330538	0.666	2.72012208400279	0.75	0.333
Zc3h4	0.833	1.13761444647138	0.666	1.6412307203679	1	0.556
Inafm1	0.833	0.83034830207343	0.666	1.19793937761191	1	0.333
Zfp606	0.833	1.45755738114138	0.666	2.10281080558378	0.75	0.111
BC035044	0.833	1.68639895357023	0.666	2.43295940727611	0.75	0.333
Usp18	0.833	1.95833266905387	0.666	2.82527683005487	0.75	0.333
Rad52	0.833	1.54852915934711	0.666	2.23405533886203	0.75	0.111
Loxl3	0.833	1.93939546803412	0.666	2.79795622405535	0.75	0.111
Adck2	0.833	2.19722457733622	0.666	3.16992500144231	0.75	0.111
Fscn1	0.833	3.26766598903763	0.666	4.71424551766612	0.75	0.222
Tsc22d4	0.833	0.949080554697146	0.666	1.36923380966572	1	0.778
Clip2	0.833	1.53306493364953	0.666	2.21174517713694	1	0.333
Tmem120b	0.833	1.05284387021253	0.666	1.51893263038596	1	0.556
Vsig10	0.833	1.79175946922805	0.666	2.58496250072116	0.75	0.222
Git2	0.833	1.17557332980424	0.666	1.6959938131099	1	0.889
Uchl1	0.833	0.485052546026512	0.666	0.699782902723014	1	0.333
Ywhah	0.833	0.411854906206935	0.666	0.594181030750535	1	1
Galnt11	0.833	1.08718359284449	0.666	1.56847437793259	1	0.222
Gsap	0.833	0.786832664637268	0.666	1.13515958328164	1	0.778
Nmnat1	0.833	1.67397643357167	0.666	2.41503749927884	1	0.444
Exosc10	0.833	1.10818173968426	0.666	1.59876830024619	1	0.444
Ythdf2	0.833	0.66228919220004	0.666	0.955481333221356	1	1
Orc1	0.833	0.906240396020654	0.666	1.30742852519225	0.75	0.111
Chmp5	0.833	0.784438600769353	0.666	1.13170567921182	1	0.889
Decr1	0.833	0.842932947302503	0.666	1.21609518287524	1	0.778
Bcl10	0.833	0.776144100130913	0.666	1.1197392442741	1	0.667
Sgms2	0.833	1.15923691048454	0.666	1.6724253419715	0.75	0.333
Psma5	0.833	0.531042415491367	0.666	0.766132259331091	1	1
Prkab2	0.833	1.01856958099457	0.666	1.46948528330122	1	0.333
Rprd2	0.833	0.742876752971313	0.666	1.07174460750341	1	0.889
Gabpb2	0.833	1.39871688111845	0.666	2.01792190799726	0.75	0.333
Snx27	0.833	0.86094063679099	0.666	1.24207478719815	1	0.444
Sema4a	0.833	0.562385872809238	0.666	0.811351309767899	1	1
Gnb4	0.833	2.34032542097689	0.666	3.37637587890974	0.75	0.333
Zrsr2	0.833	0.677398823591806	0.666	0.977279923499917	1	0.667
Gm8648	0.833	0.449916870678998	0.666	0.649092838140872	1	0.889
Ikbkg	0.833	1.00422080438086	0.666	1.44878437443779	1	0.667
Rpl10	0.833	0.480075971899339	0.666	0.692603223909126	1	1
Kdm6a	0.833	0.571700527150494	0.666	0.824789515393625	1	0.778
Gm14516	0.833	0.44834683559143	0.666	0.646827756306015	1	1
Polr3k	0.833	0.592112554849241	0.666	0.854237846529095	1	0.889
Helz2	0.833	3.37587957367787	0.666	4.8703647195834	0.75	0.333
Ppdpf	0.833	1.02715332468596	0.666	1.48186900775705	1	0.333
Tubgcp4	0.833	0.953104704996872	0.666	1.37503943134692	1	0.667
Mga	0.833	1.00412144524719	0.666	1.44864102950838	1	0.778
Cat	0.833	0.952341870266157	0.666	1.37393889346391	1	1
Selenoh	0.833	1.17865499634165	0.666	1.70043971814109	0.75	0.333
Zc3h15	0.833	0.556400351081448	0.666	0.802716027254084	1	1
Man1b1	0.833	1.0234916582	0.666	1.47658633967636	1	0.556
Ssna1	0.833	0.913469855532514	0.666	1.31785843057832	1	0.889
Uchl5	0.833	1.05722707250526	0.666	1.52525625459689	1	0.889
Ptprc	0.833	1.35920372754782	0.666	1.96091647729103	1	0.889
Tmem183a	0.833	0.973833687153182	0.666	1.40494503110651	1	0.778
Atg16l1	0.833	0.777028664540647	0.666	1.12101540096137	1	0.556
Mreg	0.833	1.1307815716015	0.666	1.63137296567812	1	0.556
Eloc	0.833	0.436963775167535	0.666	0.630405471482323	1	1
Atp6v1h	0.833	0.909601743723358	0.666	1.31227792485364	1	1
Pik3ap1	0.167	-2.85263142991332	0.666	-4.11547721741994	0	0.667
Mark2	0.167	-1.25276296849537	0.666	-1.8073549220576	0.75	1
B430212C06Rik	0.167	-2.07944154167984	0.666	-3	0	0.667
Srrm2	0.167	-0.389172447824299	0.666	-0.561457160526733	1	1
Ets2	0.167	-0.891324109143694	0.666	-1.28590887208638	0.75	1
Vps26c	0.167	-1.1782479130875	0.666	-1.69985242114911	0.75	1
Tbc1d23	0.167	-1.69459572077441	0.666	-2.4447848426729	0	0.667
