myAUC	avg_diff	power	avg_log2FC	pct.1	pct.2
Hivep1	0.375	-0.418302254868845	0.25	-0.603482588691954	0.75	0.889
Fdxr	0.375	-1.63623610558882	0.25	-2.36058971525647	0.25	0.444
Cd300a	0.375	-2.51410580448026	0.25	-3.62708797639383	0.25	0.444
Rpl38	0.375	-0.369512090699413	0.25	-0.533093260800556	1	1
Osbpl7	0.375	-1.80750782619619	0.25	-2.60768257722124	0.25	0.444
Naa38	0.375	-0.474268028032194	0.25	-0.684224132094233	1	1
Tmem11	0.375	-0.362343601220801	0.25	-0.522751316579097	0.75	0.889
Dhrs7b	0.375	-0.773189888233482	0.25	-1.11547721741994	0.75	0.778
Atpaf2	0.375	-1.05425672156654	0.25	-1.52097094402791	0.75	0.889
Trim11	0.375	-0.850467435148483	0.25	-1.22696515112627	0.75	0.778
Hspa4	0.375	-0.358133733402393	0.25	-0.516677761154682	1	1
Cyfip2	0.375	-1.1905497839938	0.25	-1.71760026929927	0.25	0.444
Rnf145	0.375	-0.45304782309918	0.25	-0.653609847670727	0.75	0.889
Bod1	0.375	-0.798507696217772	0.25	-1.15200309344505	0.5	0.556
Pnpt1	0.375	-0.697966466995894	0.25	-1.00695276064177	0.75	0.889
Castor1	0.375	-1.10145724080034	0.25	-1.58906689905389	0.25	0.444
Acvr2b	0.375	-1.25452508348877	0.25	-1.80989711662006	0.25	0.444
Pdcd6ip	0.375	-0.25542121023356	0.25	-0.368494913341813	1	0.889
Ppp2r3a	0.375	0.294713743815462	0.25	0.425182056684387	0.5	0.778
Sh3bgrl2	0.375	-2.05805035169852	0.25	-2.96913903629524	0.25	0.444
Irak1bp1	0.375	-1.26851132546351	0.25	-1.83007499855769	0.25	0.444
Glce	0.375	-0.969655952413601	0.25	-1.39891783391557	0.25	0.444
Tirap	0.375	-0.928185519526304	0.25	-1.33908864604554	0.5	0.556
Gm10076	0.375	-0.412845215405787	0.25	-0.595609744920665	0.25	0.444
Rcbtb1	0.375	-0.510825623765991	0.25	-0.736965594166206	0.25	0.444
Mapk8	0.375	-0.488352767913932	0.25	-0.704544116473829	0.5	0.556
Vcl	0.375	-1.28913061266624	0.25	-1.85982234195174	0.25	0.444
Amfr	0.375	-0.464940327289189	0.25	-0.670767104489404	1	1
Rbl2	0.375	-0.980829253011726	0.25	-1.41503749927884	0.25	0.444
Mau2	0.375	-0.831297519040763	0.25	-1.19930880822341	0.25	0.444
Plekha2	0.375	-0.507922864108029	0.25	-0.732777797202773	0.75	0.889
Atp11a	0.375	-0.486416658887066	0.25	-0.701750901582148	1	1
Rassf3	0.375	-0.540678586915672	0.25	-0.780034316058092	0.75	0.667
Nup107	0.375	-1.14681439048599	0.25	-1.65450343397423	0.25	0.444
Cep290	0.375	-1.3143208614948	0.25	-1.89616418901546	0.25	0.444
Ilvbl	0.375	-0.785084675885631	0.25	-1.13263776857812	0.5	0.556
Ube2g2	0.375	-0.829598283287802	0.25	-1.19685732922931	0.75	0.889
Zfp280b	0.375	-0.665748206371831	0.25	-0.960471635813362	0.75	0.667
Rhobtb1	0.375	-1.32913594727994	0.25	-1.91753783980803	0.5	0.556
Cep85l	0.375	-1.06087196068526	0.25	-1.53051471669878	0.75	0.667
Dse	0.375	-1.81615092235221	0.25	-2.62015192918346	0.25	0.444
Cited2	0.375	-0.575364144903562	0.25	-0.830074998557687	0.75	0.889
Gm5177	0.375	-0.412845215405787	0.25	-0.595609744920665	0.25	0.444
Tmem219	0.375	-0.418521673410592	0.25	-0.603799142734012	0.75	0.778
Trim3	0.375	-0.462035459596559	0.25	-0.666576266274808	0.5	0.667
Gm8556	0.375	-0.524070850516011	0.25	-0.756074417113911	0.25	0.444
Art2a	0.375	-0.798507696217772	0.25	-1.15200309344505	0.25	0.444
Irf3	0.375	-0.825588654820443	0.25	-1.19107265812364	1	0.889
Plekhf1	0.375	-1.16141318990714	0.25	-1.67556504950206	0.25	0.444
2310022A10Rik	0.375	-1.44036158239017	0.25	-2.07800251200127	0.5	0.556
Snrpa	0.375	-0.229087908185728	0.25	-0.330503989067176	1	1
Egln2	0.375	-0.884029869655934	0.25	-1.27538550895033	1	0.778
Spr	0.375	-0.420745190658943	0.25	-0.607007000041539	1	1
Tet3	0.375	-0.806806499032467	0.25	-1.16397573511113	0.75	0.667
Pole4	0.375	-0.179468487811548	0.25	-0.258918297361562	1	1
Herc6	0.375	-0.507310681658546	0.25	-0.731894604618784	0.5	0.778
Nt5c3	0.375	-0.770533844175366	0.25	-1.11164535582891	0.75	0.667
Akr1b3	0.375	-0.608886836942205	0.25	-0.878438020119086	1	1
Katnal1	0.375	-0.798507696217772	0.25	-1.15200309344505	0.25	0.556
Lnx2	0.375	-0.402751402236568	0.25	-0.581047450717773	1	0.889
Aimp2	0.375	-0.725304292194477	0.25	-1.04639290548445	0.75	0.889
Sh2b2	0.375	-0.482990824772547	0.25	-0.696808467694224	0.25	0.556
Gm43813	0.375	-0.686589780013787	0.25	-0.990539670750934	0.5	0.667
Arpc3	0.375	-0.229014224362978	0.25	-0.330397685781501	1	1
Tgfbr3	0.375	-1.22284128863032	0.25	-1.76418706290123	0.25	0.444
Klhl5	0.375	-0.412845215405787	0.25	-0.595609744920664	0.75	0.889
Tapt1	0.375	-1.00435975042192	0.25	-1.44898483120218	0.5	0.556
Zfp512	0.375	-0.93826963859293	0.25	-1.3536369546147	0.5	0.556
Kmt2c	0.375	-0.415021494828382	0.25	-0.598749452451233	1	0.889
Gatad1	0.375	-0.499652323167866	0.25	-0.720845928802929	1	1
Ube4b	0.375	-0.45809327315082	0.25	-0.66088889343928	0.75	0.889
Ubiad1	0.375	-1.69167601067107	0.25	-2.44057259138598	0.25	0.444
Stx12	0.375	-0.260653400063862	0.25	-0.37604336766298	0.75	0.889
Czib	0.375	-0.856776604341748	0.25	-1.23606735823352	1	0.889
Prpf4	0.375	-0.280247093964263	0.25	-0.404311092685785	1	0.889
Tex10	0.375	-0.244196960512042	0.25	-0.352301743930882	0.5	0.778
Zfp292	0.375	-0.661796650675869	0.25	-0.954770746007003	1	0.778
Gm43362	0.375	-0.524070850516011	0.25	-0.756074417113911	0.25	0.444
Fcrls	0.375	-1.37885938263237	0.25	-1.98927359340694	0.25	0.444
Gm7741	0.375	-0.798507696217772	0.25	-1.15200309344505	0.25	0.444
Sec62	0.375	-0.239891408615432	0.25	-0.346090145561352	1	0.889
Rbis	0.375	-0.205443974214809	0.25	-0.296393002780225	1	1
Piga	0.375	-0.588436226470915	0.25	-0.848934025809003	0.25	0.444
Bclaf3	0.375	-0.845027711852665	0.25	-1.21911728930359	1	0.667
Acsl4	0.375	-0.369599194919668	0.25	-0.533218925627158	1	1
Fam3a	0.375	-0.668145878354528	0.25	-0.963930745292478	0.5	0.667
Mid1ip1	0.375	-0.878019759145505	0.25	-1.26671475232174	0.75	0.667
Vapb	0.375	0.592676650196311	0.25	0.8550516640889	0.25	0.667
Abhd12	0.375	-1.34505140258584	0.25	-1.94049898825134	0.75	0.778
Nphp1	0.375	-0.994622575144062	0.25	-1.43493705671655	0.25	0.444
Haus2	0.375	-0.932039088842294	0.25	-1.34464817138745	0.25	0.444
Lgr4	0.375	-0.72951482473082	0.25	-1.05246741989414	0.25	0.444
Tcp11l1	0.375	-0.666335923109289	0.25	-0.96131953183594	0.75	0.778
Ldlrad3	0.375	-1.2100151187819	0.25	-1.74568281126732	0.25	0.444
Cd302	0.375	-0.175978082871779	0.25	-0.253882707464263	1	1
Cacfd1	0.375	-1.53361907587675	0.25	-2.2125446353801	0.25	0.444
Mllt10	0.375	-0.544727175441672	0.25	-0.785875194647152	1	0.889
Trdmt1	0.375	-1.11897959149254	0.25	-1.61434630750225	0.25	0.444
Prpf18	0.375	0.300104592450338	0.25	0.432959407276106	0.25	0.667
Gm37033	0.375	-0.575364144903562	0.25	-0.830074998557688	0.25	0.444
Usp21	0.375	-1.7227665977411	0.25	-2.48542682717024	0.5	0.556
Acbd6	0.375	-0.566395474920802	0.25	-0.81713594285019	0.75	0.778
Mgat5	0.375	0.432864082296279	0.25	0.624490864907794	0.25	0.667
Actr1b	0.375	-0.387054546264985	0.25	-0.558401674450022	1	1
Mcm3	0.375	-0.321882868537566	0.25	-0.46437881818626	1	1
Arfgef1	0.375	-0.743535672972759	0.25	-1.07269522812184	1	1
Cacul1	0.611	0.484533631583857	0.222	0.699034267429951	0.75	1
Atrnl1	0.611	0.358945092473272	0.222	0.517848304862619	0.75	0.778
Itprip	0.611	-0.798507696217771	0.222	-1.15200309344505	0.5	0.333
Btrc	0.611	-0.887738829945714	0.222	-1.28073640756725	0.5	0.222
F530104D19Rik	0.611	0.271933715483642	0.222	0.39231742277876	0.5	0.222
Insl6	0.611	-0.51082562376599	0.222	-0.736965594166207	1	0.556
Gnaq	0.611	0.177681177237452	0.222	0.256339753259786	1	0.889
Taf6l	0.611	0.405465108108164	0.222	0.584962500721156	0.5	0.333
Pcnx3	0.611	0.633249038978876	0.222	0.913585248182526	0.75	0.667
Ctdp1	0.611	0.862223510603879	0.222	1.24392558288609	0.5	0.333
Nedd4l	0.611	0.616774201775371	0.222	0.889817082249577	0.5	0.333
Rbm22	0.611	0.412582575877028	0.222	0.595230836174983	0.75	0.889
Atg12	0.611	-0.207639364778244	0.222	-0.299560281858908	1	0.778
Pkdcc	0.611	0.87410911783786	0.222	1.26107288950051	0.5	0.444
Prkd3	0.611	0.227553701791762	0.222	0.328290597110902	1	0.889
Dpp9	0.611	0.346624608085231	0.222	0.500073603134643	1	0.667
Myo1f	0.611	0.86025528277883	0.222	1.24108603036355	0.5	0.444
Rab11fip3	0.611	0.564070138284803	0.222	0.813781191217037	0.5	0.333
Traf7	0.611	0.300104592450338	0.222	0.432959407276106	0.75	0.556
Kctd5	0.611	0.327133264838257	0.222	0.47195353889197	0.75	1
1600012H06Rik	0.611	-0.179468487811548	0.222	-0.258918297361562	1	0.778
Mpc1	0.611	0.231111720963387	0.222	0.333423733725192	0.75	0.667
Morc3	0.611	0.462623521948113	0.222	0.667424660913129	0.75	0.778
Sod1	0.611	0.218039639396034	0.222	0.314564706473876	1	1
Nrip1	0.611	-0.341749293722057	0.222	-0.493040011280117	1	0.667
Txnrd2	0.611	0.607989372219639	0.222	0.877143252214466	0.5	0.333
2610318N02Rik	0.611	0.405465108108164	0.222	0.584962500721156	0.5	0.222
Ube2v2	0.611	0.340926586970593	0.222	0.491853096329675	0.5	0.333
Nagpa	0.611	0.211896327226862	0.222	0.305701780472779	1	0.889
Ubn1	0.611	0.922155851326553	0.222	1.33038967363556	0.75	0.778
Acvr1b	0.611	0.8754687373539	0.222	1.26303440583379	0.5	0.333
Lmbr1l	0.611	0.774562572045454	0.222	1.11745758154818	0.5	0.444
Rhebl1	0.611	0.415034559124315	0.222	0.598768300246187	0.5	0.222
Rac2	0.611	0.712490143403076	0.222	1.02790599656988	1	0.889
Ly6i	0.611	0.23285236544117	0.222	0.335934952881241	0.75	0.556
Derl1	0.611	0.18641154204548	0.222	0.268935007273479	1	0.778
Lrp12	0.611	0.227783930870712	0.222	0.328622747461371	0.75	0.556
Ift43	0.611	0.63399950805725	0.222	0.914667946200238	0.5	0.333
Ptgr2	0.611	0.412900086595682	0.222	0.595688907314214	0.5	0.333
Riox1	0.611	0.238411023444998	0.222	0.343954401217361	0.75	0.667
Gm3695	0.611	-0.230523658611832	0.222	-0.332575339086871	0.5	0.222
Dcaf5	0.611	0.427937963960223	0.222	0.617383978413534	0.5	0.333
Strn3	0.611	0.213093215460708	0.222	0.307428525192247	1	0.667
Nbas	0.611	-1.06087196068526	0.222	-1.53051471669878	0.5	0.222
Fam49a	0.611	1.14407466274487	0.222	1.65055084234873	0.5	0.444
Ptrhd1	0.611	-0.371063681390832	0.222	-0.535331732996555	1	0.556
Fastkd3	0.611	-0.34484048629173	0.222	-0.497499659470817	0.75	0.333
Gm3604	0.611	-0.923670839171777	0.222	-1.33257533908687	0.5	0.222
Nsd1	0.611	0.235566071312767	0.222	0.339850002884624	1	1
Tbc1d7	0.611	0.7381708619339	0.222	1.06495544184077	0.5	0.333
Fars2	0.611	-0.273695830477041	0.222	-0.394859617341214	0.75	0.444
Pxdc1	0.611	0.642307503780536	0.222	0.926653850429949	0.5	0.333
Gm18859	0.611	0.325422400434628	0.222	0.46948528330122	0.5	0.333
Mettl2	0.611	1.14228735217077	0.222	1.64797229824696	0.5	0.333
Hexim1	0.611	0.213093215460708	0.222	0.307428525192247	0.5	0.222
Ifi35	0.611	0.218879152527752	0.222	0.315775867905767	0.75	0.556
Aarsd1	0.611	0.443205436091011	0.222	0.639410284743533	0.5	0.333
Psmd3	0.611	0.248622636615195	0.222	0.358686644897481	1	1
Mrm3	0.611	0.543867430967284	0.222	0.784634845557521	0.5	0.444
Pld2	0.611	0.839101093183025	0.222	1.21056698593966	0.5	0.444
Slc22a4	0.611	0.385464441401495	0.222	0.556107638048971	0.75	0.556
Cdkn2aipnl	0.611	-0.872615668371494	0.222	-1.25891829736156	1	0.556
Sertad2	0.611	0.513395847321536	0.222	0.740673642943768	1	0.778
Pold2	0.611	0.204140604188594	0.222	0.294512637306962	1	1
Ppp2r3d	0.611	-0.287682072451781	0.222	-0.415037499278844	0.5	0.222
Gm9856	0.611	-0.230523658611832	0.222	-0.332575339086871	0.5	0.222
Tmppe	0.611	0.851752210736584	0.222	1.22881869049588	0.5	0.333
Faim	0.611	0.376357023950094	0.222	0.542968412056529	1	0.889
Anxa2	0.611	0.589575428693165	0.222	0.850577547205614	1	1
Herc1	0.611	0.759636921828779	0.222	1.09592441999854	1	0.667
Map2k1	0.611	0.281010933634758	0.222	0.405413080390443	1	1
Scaper	0.611	0.375612144958483	0.222	0.54189377882927	0.5	0.333
1110032A03Rik	0.611	1.13370360847938	0.222	1.63558857379112	0.5	0.444
Vps11	0.611	0.496681116379826	0.222	0.716559383504369	0.75	0.667
Ecsit	0.611	0.207395194346071	0.222	0.299208018387279	0.75	0.333
Rab3d	0.611	0.749372323216896	0.222	1.08111573448446	0.5	0.444
Cwc15	0.611	0.256895838119102	0.222	0.370622351679441	1	0.889
Aasdhppt	0.611	0.389335726178281	0.222	0.561692721398309	0.75	0.778
Akap11	0.611	0.45953232937844	0.222	0.662965012722429	0.75	0.667
R3hcc1	0.611	0.265703165733006	0.222	0.383328639551506	0.75	0.444
Rabggta	0.611	0.197119777892905	0.222	0.284383726027227	0.75	0.667
Gmpr2	0.611	0.523248143764548	0.222	0.754887502163468	0.5	0.333
Glud1	0.611	0.201397175697517	0.222	0.290554706627852	1	1
Dph3	0.611	0.246037371180062	0.222	0.354956895274833	1	0.889
Mrps16	0.611	0.287682072451781	0.222	0.415037499278844	1	0.889
Fam149b	0.611	0.44802472252696	0.222	0.646363045385299	0.5	0.333
Gng2	0.611	1.21639532432449	0.222	1.75488750216347	0.5	0.333
Nudt7	0.611	0.723918839226699	0.222	1.04439411935845	0.5	0.444
Gabarapl2	0.611	0.405465108108164	0.222	0.584962500721156	0.5	0.444
Dus2	0.611	-0.53614343175028	0.222	-0.77349147019132	0.5	0.222
N4bp1	0.611	0.472475818391124	0.222	0.68163852013283	0.75	1
4921524J17Rik	0.611	0.280301965154158	0.222	0.404390255079335	0.5	0.222
Tecr	0.611	0.266818614816871	0.222	0.384937892413163	1	1
Prmt9	0.611	1.07919420281101	0.222	1.55694812455156	0.5	0.444
Rwdd4a	0.611	0.217866494213366	0.222	0.314314910777487	1	0.667
Bloc1s1	0.611	0.260883879297057	0.222	0.376375878909739	0.75	0.667
Rbms2	0.611	0.574541438152098	0.222	0.828888083607246	0.75	0.778
Lemd3	0.611	0.60120968523426	0.222	0.867362231421882	0.5	0.444
Atxn7l3b	0.611	0.231896342423804	0.222	0.334555703215111	1	1
Fbxo7	0.611	0.689569359212062	0.222	0.994838294884221	0.5	0.444
Nfic	0.611	0.303335613031785	0.222	0.437620784645969	1	0.778
Apba3	0.611	0.977984300879495	0.222	1.41093310094611	0.5	0.444
Plekhj1	0.611	0.203549857413809	0.222	0.293660369864558	1	1
Pttg1ip	0.611	0.303335613031785	0.222	0.437620784645969	1	0.889
Lss	0.611	0.312207614621582	0.222	0.450420377342328	0.75	0.778
Mcm3ap	0.611	0.383486201389389	0.222	0.553253640993818	0.75	0.444
Reep3	0.611	0.308136764147602	0.222	0.444547381551318	1	0.889
Lilr4b	0.611	0.288408552687147	0.222	0.416085588711709	1	0.889
Mtres1	0.611	0.293673702120048	0.222	0.423681593688095	0.75	0.556
Sec63	0.611	-0.398030129620646	0.222	-0.574236094128098	0.75	0.444
Foxo3	0.611	0.258140393351306	0.222	0.372417865341056	0.75	0.556
Tspan4	0.611	-0.680724660561388	0.222	-0.982078092002738	0.75	0.333
Insyn2a	0.611	0.425267735404344	0.222	0.613531652917927	0.5	0.222
Fam53b	0.611	0.283909906530358	0.222	0.409595414210596	0.75	0.556
Fbrs	0.611	0.810930216216329	0.222	1.16992500144231	0.5	0.333
AI467606	0.611	0.337145864130687	0.222	0.486398666237566	0.5	0.222
D430042O09Rik	0.611	1.12938394733486	0.222	1.62935662007961	0.5	0.333
Timm10b	0.611	0.268605925390967	0.222	0.387516436514939	1	0.778
Numa1	0.611	0.191891007810105	0.222	0.276840205358825	1	0.889
Rnf169	0.611	-0.561377902928822	0.222	-0.809897116620057	0.75	0.556
4632427E13Rik	0.611	0.420063907529317	0.222	0.606024116248986	0.75	0.667
Arrdc4	0.611	0.191891007810105	0.222	0.276840205358825	0.5	0.333
Zfp60	0.611	-0.328504066972036	0.222	-0.473931188332412	0.5	0.222
Clasrp	0.611	0.226982327621375	0.222	0.327466278428793	0.75	0.667
Ercc1	0.611	0.449916870678998	0.222	0.649092838140872	0.5	0.333
Opa3	0.611	0.239143892660651	0.222	0.345011708000404	1	0.889
C1ra	0.611	0.311939050097341	0.222	0.450032920635048	0.5	0.222
Ttll3	0.611	0.59735611591827	0.222	0.86180270607998	0.5	0.333
Mxd1	0.611	1.77851424247803	0.222	2.56585367777345	0.5	0.444
Tprkb	0.611	0.240385357748716	0.222	0.346802763526392	0.75	0.556
Ppm1k	0.611	0.384411698910332	0.222	0.554588851677637	0.75	0.667
Ica1	0.611	1.14740245283754	0.222	1.65535182861255	0.5	0.444
Pan3	0.611	0.332558337300077	0.222	0.4797802640291	1	1
Bud31	0.611	0.378509298119636	0.222	0.546073487327561	0.75	0.778
Lmtk2	0.611	0.327503566638453	0.222	0.472487771462744	0.75	0.556
Lrwd1	0.611	1.20297230399235	0.222	1.73552217729654	0.5	0.333
Antxr2	0.611	1.5976034547871	0.222	2.30485458152842	0.5	0.333
Dck	0.611	0.443205436091012	0.222	0.639410284743533	0.75	0.778
D5Ertd579e	0.611	0.29423947299794	0.222	0.42449782852791	0.75	0.667
Cenpa	0.611	0.251314428280906	0.222	0.362570079384708	0.5	0.333
Phtf2	0.611	0.786538763092169	0.222	1.13473557298001	0.75	0.556
Fzd1	0.611	0.344840486291729	0.222	0.497499659470817	0.5	0.222
Phf13	0.611	-0.299516530098784	0.222	-0.432111012637785	1	0.444
Agtrap	0.611	0.300104592450338	0.222	0.432959407276106	1	0.889
Gm17300	0.611	0.351397886837889	0.222	0.506959988719883	0.5	0.333
Tmem35b	0.611	0.836248024200619	0.222	1.20645087746743	0.5	0.556
Gm12867	0.611	0.191891007810105	0.222	0.276840205358825	0.5	0.222
Ipo13	0.611	0.739471252234184	0.222	1.06683150847821	0.5	0.333
Toe1	0.611	0.300104592450338	0.222	0.432959407276106	0.75	0.444
Rad54l	0.611	-1.34855403313704	0.222	-1.94555221597762	0.5	0.222
Jak1	0.611	-0.179253641962617	0.222	-0.258608340320754	1	1
Snx30	0.611	-0.397380989708205	0.222	-0.573299583195576	0.75	0.333
Nipsnap3b	0.611	0.196920356215107	0.222	0.284096021361623	1	1
Ube2j1	0.611	0.237800709114183	0.222	0.343073903758912	1	0.778
Ripk2	0.611	0.1896702651697	0.222	0.27363635096442	1	1
Usp33	0.611	0.643876131553162	0.222	0.928916901938518	0.5	0.333
Miga1	0.611	0.391076370656065	0.222	0.564203940554359	0.5	0.333
Hadh	0.611	0.248622636615195	0.222	0.35868664489748	1	0.556
F3	0.611	-0.227338942544313	0.222	-0.327980765009621	0.5	0.333
Slc25a24	0.611	0.200021133893356	0.222	0.288569497940931	0.5	0.333
Chd1l	0.611	-0.563935449079939	0.222	-0.813586875769118	0.5	0.222
Bcl9	0.611	0.715620036412004	0.222	1.03242147769238	0.5	0.444
Pi4kb	0.611	0.639079959289669	0.222	0.921997487998726	0.5	0.333
Pogz	0.611	0.36909746393729	0.222	0.532495080827021	1	0.556
Tuft1	0.611	-0.452761822811229	0.222	-0.653197236473608	0.5	0.222
Glmp	0.611	0.296909701553819	0.222	0.428350154023517	1	1
Siah2	0.611	0.304821582328477	0.222	0.439764585181221	1	0.667
Plk4	0.611	0.567308133558578	0.222	0.818452630940934	0.5	0.333
Exosc9	0.611	0.401726785997557	0.222	0.579569241950938	1	0.778
Mfn1	0.611	0.22314355131421	0.222	0.321928094887362	0.75	0.556
Eif5a2	0.611	0.492476485097794	0.222	0.710493382805015	0.5	0.333
Mtm1	0.611	0.628608659422374	0.222	0.906890595608519	0.5	0.333
Mcts1	0.611	0.242080752333961	0.222	0.349248700886874	1	0.889
Timp1	0.611	-0.559681648902945	0.222	-0.807449939348836	1	0.556
Med14	0.611	0.44844693068185	0.222	0.646972162996581	1	1
Wdr45	0.611	0.474457979595116	0.222	0.684498174272071	0.5	0.333
Prpf6	0.611	0.437416707914767	0.222	0.63105891531061	0.75	0.778
Zmynd8	0.611	0.339421695791173	0.222	0.489681997288047	1	0.778
Sox12	0.611	0.423164685207565	0.222	0.610497592828294	0.5	0.333
Tbc1d20	0.611	0.46059717880288	0.222	0.664501265706362	1	1
Mcm8	0.611	0.300104592450338	0.222	0.432959407276106	0.5	0.333
Usp8	0.611	0.665748206371831	0.222	0.960471635813362	1	0.667
Spg11	0.611	0.764410200581436	0.222	1.10281080558378	0.5	0.333
Ino80	0.611	-0.317535035601462	0.222	-0.458106221170729	0.75	0.778
Ddb2	0.611	0.258861633916289	0.222	0.373458395527444	0.5	0.222
Acvr1	0.611	-1.11696142733631	0.222	-1.61143471208235	0.5	0.222
Kynu	0.611	0.487143139122432	0.222	0.702798991015015	0.5	0.333
BC005624	0.611	0.420063907529317	0.222	0.606024116248986	1	0.778
Sptan1	0.611	0.269467622988448	0.222	0.388759603365571	1	1
Rxra	0.611	0.391076370656065	0.222	0.564203940554359	0.5	0.222
Il2ra	0.611	0.571700527150495	0.222	0.824789515393625	0.5	0.333
Proser2	0.611	-0.711496319228142	0.222	-1.02647221136119	0.5	0.222
Dclre1c	0.611	0.296265816143173	0.222	0.427421223734676	0.5	0.333
Kctd3	0.611	0.909370289029581	0.222	1.31194400631474	0.5	0.333
Rrp15	0.611	0.472604410945793	0.222	0.681824039973745	1	0.889
Capn2	0.611	1.23701461152723	0.222	1.78463484555752	0.5	0.444
Acbd3	0.611	-0.178482780486789	0.222	-0.257496222292364	1	0.778
Slc19a2	0.611	0.409588825292027	0.222	0.590911767052342	0.75	0.778
Ptpn7	0.611	0.188400602870337	0.222	0.271804615461526	0.5	0.333
Gm3531	0.611	0.271933715483642	0.222	0.39231742277876	0.75	0.667
Pam	0.611	0.300104592450338	0.222	0.432959407276106	0.75	0.667
Gpc1	0.611	0.833572692966088	0.222	1.20259119036263	0.75	0.778
Cab39	0.611	0.30499457774453	0.222	0.440014164810057	1	0.778
Aamp	0.611	0.211309093667207	0.222	0.304854581528421	1	1
Kansl1l	0.611	0.425267735404344	0.222	0.613531652917927	0.5	0.333
Plekhm3	0.611	0.901901994422055	0.222	1.30116953472056	0.5	0.333
Maip1	0.611	-0.324049716622656	0.222	-0.467504919172979	0.75	0.333
Mrpl30	0.611	0.239280588717183	0.222	0.345208918723271	1	1
Coa5	0.611	0.530468391738035	0.222	0.765304118108808	1	1
Tmem70	0.611	0.392561703272257	0.222	0.566346822553809	0.75	1
CAAA01118383.1	0.389	-0.697581777627811	0.222	-1.00639777119815	0.75	0.778
Vamp7	0.389	-0.182321556793955	0.222	-0.263034405833794	0.25	0.556
Nanos1	0.389	-0.747214401830221	0.222	-1.07800251200127	0	0.222
4833407H14Rik	0.389	-0.441832752279039	0.222	-0.637429920615292	0	0.222
Calhm2	0.389	-0.893817876022096	0.222	-1.28950661719498	0	0.222
Cnnm2	0.389	-0.93826963859293	0.222	-1.3536369546147	0	0.222
Sfxn2	0.389	-2.10684051586795	0.222	-3.03952836418664	0	0.222
Blnk	0.389	-0.361790044605503	0.222	-0.521952703195357	0.75	0.778
Tctn3	0.389	-2.85902122801209	0.222	-4.12469574744931	0	0.222
Cep55	0.389	-0.93826963859293	0.222	-1.3536369546147	0	0.222
Pcgf5	0.389	-0.461074998501434	0.222	-0.665190613815906	1	1
Kif20b	0.389	-1.02165124753198	0.222	-1.47393118833241	0	0.222
Ranbp6	0.389	-1.6094379124341	0.222	-2.32192809488736	0	0.222
Gm17800	0.389	-0.510825623765991	0.222	-0.736965594166206	0	0.222
Gm6563	0.389	-0.218689200964829	0.222	-0.315501825727929	0.25	0.444
E030024N20Rik	0.389	-0.367724780125317	0.222	-0.53051471669878	0	0.222
Gm5513	0.389	-0.287682072451781	0.222	-0.415037499278844	0	0.222
Gm6365	0.389	-0.245122458032985	0.222	-0.3536369546147	0.5	0.667
Gm7105	0.389	-0.200670695462151	0.222	-0.289506617194985	0	0.222
Neat1	0.389	-0.54901531520681	0.222	-0.792061672620957	1	1
Rbm14	0.389	-0.610455464714832	0.222	-0.880701071627656	1	0.889
Gm16297	0.389	-0.367724780125318	0.222	-0.53051471669878	0	0.222
Gm14328	0.389	-0.200670695462151	0.222	-0.289506617194985	0	0.222
Impa2	0.389	-0.443384342970459	0.222	-0.639668392811291	1	1
Lman1	0.389	-0.49312604666659	0.222	-0.711430502059069	1	0.889
Rps15-ps3	0.389	-0.367724780125317	0.222	-0.53051471669878	0	0.222
Gm27026	0.389	-0.367724780125318	0.222	-0.53051471669878	0	0.222
Hspe1-rs1	0.389	-0.230523658611832	0.222	-0.332575339086871	0.5	0.556
Gm18371	0.389	-0.575364144903562	0.222	-0.830074998557688	0	0.222
Snhg4.1	0.389	-0.831297519040762	0.222	-1.19930880822341	0.5	0.556
Etf1	0.389	-0.348233253956796	0.222	-0.502394388556096	1	1
Gm50392	0.389	-0.200670695462151	0.222	-0.289506617194985	0	0.222
Rpl29-ps5	0.389	-0.367724780125318	0.222	-0.53051471669878	0	0.222
Mib1	0.389	-0.266290882470464	0.222	-0.384176535574083	0.75	1
Colec12	0.389	-2.15948424935337	0.222	-3.11547721741994	0	0.222
Svil	0.389	-0.748635866177599	0.222	-1.08005325156604	1	0.889
Lrpprc	0.389	-0.227338942544312	0.222	-0.327980765009621	1	0.889
Dhx57	0.389	-0.441832752279039	0.222	-0.637429920615292	0	0.222
Srsf7	0.389	-0.321767479040189	0.222	-0.464212346330624	1	1
Gpx4-ps1	0.389	-0.200670695462151	0.222	-0.289506617194985	0	0.222
Ttc27	0.389	-1.0774560887008	0.222	-1.55444055594426	0.5	0.667
Gm5497	0.389	-0.200670695462151	0.222	-0.289506617194985	0	0.222
Gm16712	0.389	-1.26851132546351	0.222	-1.83007499855769	0	0.222
C230085N15Rik	0.389	-1.58696505658204	0.222	-2.28950661719499	0	0.222
Tomm6os	0.389	-0.287682072451781	0.222	-0.415037499278844	0	0.222
Tbcc	0.389	-1.17007125265025	0.222	-1.68805599368526	0.5	0.556
Dlk2	0.389	-1.09861228866811	0.222	-1.58496250072116	0	0.222
CT010467.1	0.389	-0.820486602936547	0.222	-1.18371195317239	0.75	0.667
Gm8741	0.389	-0.287682072451781	0.222	-0.415037499278844	0	0.222
