p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Lpin1	7.38682515056488e-09	0.967819594250851	1	0.778	0.000155780755600263
Pola1	7.41688536932222e-09	-1.65207669657969	0.75	1	0.000156414695553636
Hmgcs1	7.47138696033945e-09	0.875477642977057	1	0.889	0.000157564079606599
Dda1	7.50113358244049e-09	-1.01594154386902	1	1	0.000158191406120088
Ppfibp2	7.58950655422724e-09	1.4594316186373	0.5	0.667	0.000160055103722098
Srsf7	7.62241357401085e-09	-0.464212346330624	1	1	0.000160749079862315
Krit1	7.88451019908747e-09	1.25846167604397	0.75	0.778	0.000166276435588556
Usp25	8.02260374902114e-09	1.16992500144231	1	0.778	0.000169188690463107
Napsa	8.03277200095048e-09	-0.649271533259808	1	1	0.000169403128728045
Ostc	8.08570124051748e-09	0.741466986401147	1	1	0.000170519353461273
Tmtc2	8.27699655863722e-09	1.70043971814109	0.75	0.444	0.0001745535804251
Mybbp1a	8.27886444349883e-09	-1.03747470541866	1	1	0.000174592972248947
Ccar1	8.35403064662039e-09	0.940137919934743	1	1	0.000176178152306577
Arfgap2	8.43188843884152e-09	2.0680453874231	0.5	0.333	0.000177820095286729
Ccr5	8.51817439971766e-09	3.61738397841353	1	0.222	0.000179639779915646
Cd69	8.76883892346558e-09	-4.3536369546147	0.25	0.556	0.000184926044056966
Zfp398	8.82057592022097e-09	-2.40575968569083	0.5	0.778	0.00018601712558154
Cog8	8.82692953261646e-09	1.33038967363556	0.75	0.556	0.000186151116913348
Orc3	8.83816124122157e-09	1.46437235990757	1	0.556	0.000186387982416122
Erlec1	8.83816891793067e-09	1.46437235990757	1	0.556	0.00018638814431024
Ppp2r5d	8.84489003917297e-09	1.03922130979772	0.75	0.889	0.000186529886036119
Cdk4	9.07210860336932e-09	-0.377268456403097	1	1	0.000191321698336455
Yeats4	9.12178634208907e-09	0.846270161835482	1	1	0.000192369352168316
Rif1	9.1828163401663e-09	-0.890616540492738	1	0.889	0.000193656413797767
Bcap31	9.22846367974071e-09	-0.721140627004523	1	1	0.000194619070542052
Foxred2	9.34179391155897e-09	-1.69949088874754	0.75	0.778	0.000197009091800867
Pilrb1	9.45059721772202e-09	1.71306732646884	0.75	0.222	0.00019930364472454
Kdm2a	9.57935719779315e-09	0.980100442562295	1	1	0.00020201906394426
Psmd9	9.88882493153874e-09	-1.79836613883035	1	0.889	0.000208545428981221
Mknk1	1.02074235251254e-08	-2.08246216019197	0.5	0.667	0.000215264354721369
Naaa	1.02259443912035e-08	-0.560326767995374	1	1	0.000215654941266091
Wdr6	1.02697157818285e-08	1.46948528330122	0.75	0.333	0.000216578036122981
Prkab2	1.02838230663348e-08	1.46948528330122	1	0.333	0.000216875544645935
Msmo1	1.03001538451771e-08	0.633519320899357	1	1	0.000217219944440939
Dnmt1	1.03832040614289e-08	-0.766058505686533	1	1	0.000218971390451474
Gclc	1.05653124658183e-08	-1.11547721741994	1	1	0.000222811874591642
Sigmar1	1.05897078288446e-08	-0.586224149285067	1	1	0.000223326348402505
Trap1	1.08046076905426e-08	0.913585248182526	1	1	0.000227858371585854
Clint1	1.0818551025271e-08	-1.51360133376243	0.75	1	0.000228152422571941
Cbfa2t2	1.09178749026701e-08	1.83550596237175	0.75	0.444	0.00023024706382241
Entpd6	1.09725226559211e-08	-4.31657486039316	0.25	0.667	0.00023139953029072
Gars	1.09849149907508e-08	0.950611973037836	1	0.889	0.000231660872239943
Ndc1	1.10140521161484e-08	-1.91753783980803	0.75	0.444	0.000232275345077454
Tmem8	1.14588915365111e-08	2.79141337818858	0.25	0.333	0.000241656563613483
Gucd1	1.16339548326305e-08	1.12685627955043	1	0.667	0.000245348473465344
Galnt1	1.16590892967062e-08	1.0191450492667	1	0.667	0.000245878534178236
Rpn1	1.18044945906204e-08	0.614506776335172	1	1	0.000248944986421594
Bpnt1	1.19770162314402e-08	1.64991794256193	0.75	0.556	0.000252583295304842
Psmc2	1.19863666288221e-08	0.767826557870967	1	1	0.00025278048583523
Nop56	1.22239693971808e-08	-0.593876777696209	1	1	0.000257791290617146
Ccnl2	1.23977321446737e-08	0.677811279144827	1	1	0.000261455773199024
Exosc7	1.25272031658712e-08	0.818452630940934	1	1	0.000264186187565059
Caprin1	1.2643195657685e-08	-0.656045598782639	1	1	0.000266632353224919
Ndufs2	1.2647348902723e-08	-0.689731922285215	1	1	0.000266719941009526
Rab9	1.29434139616244e-08	1.58496250072116	1	0.556	0.000272963657036697
Slc35b1	1.29993557782566e-08	0.87446911791614	1	0.667	0.000274143414007653
Nup50	1.30170698151933e-08	-1.14235292341133	1	1	0.000274516985332612
Tbc1d2b	1.33260512542864e-08	3.04439411935845	0.75	0.222	0.000281033094901647
Polb	1.35322691626008e-08	1.154658244789	1	0.778	0.000285382024370088
Hcls1	1.36176550937382e-08	-1.28950661719498	0.75	0.667	0.000287182728271845
Prkci	1.36953461033459e-08	1.24118368461213	0.75	0.778	0.000288821153973462
Ptpre	1.37050778012565e-08	-1.17753818555219	0.5	0.889	0.000289026385750699
Golga5	1.37561173093316e-08	-2.28010791919273	0.75	0.778	0.000290102757936493
Fam111a	1.38475719655574e-08	-1.4623432140572	0.75	0.889	0.00029203144518164
Zc3h8	1.40515778542793e-08	1.75488750216347	1	0.222	0.000296333725368896
Cast	1.4061403795352e-08	-1.16710998583526	1	0.889	0.000296540944640179
Ncoa6	1.43652971765662e-08	0.961983736403405	1	0.778	0.000302949752156604
Plxnc1	1.43852755970026e-08	-1.1569693463384	0.75	0.778	0.000303371077065188
Eif6	1.44262610359737e-08	-0.511673282323963	1	1	0.000304235418987648
Pla2g4a	1.45262238401905e-08	-2.954770746007	0.5	0.333	0.000306343534565777
Krtcap2	1.49306961122331e-08	-0.852442811586142	1	1	0.000314873450310883
Ptpa	1.50329939143213e-08	-0.855838094622769	1	1	0.000317030808659121
Map7d1	1.50879828692762e-08	-1.24878815597993	0.75	1	0.000318190470730166
Agps	1.52984864282114e-08	0.947532580105864	1	1	0.00032262978028455
Mapkap1	1.53130760327485e-08	-1.29822383429609	0.75	0.667	0.000322937460454634
Castor2	1.53626329342683e-08	1.18622681377141	1	0.444	0.000323982565950783
Lypla2	1.55406160787273e-08	0.898622979624919	1	0.889	0.000327736052484281
Mfng	1.57400571419179e-08	1.53605290024021	0.75	0.222	0.000331942065065906
Tmbim1	1.58827502725963e-08	-0.791005433879095	1	1	0.000334951320498783
Thoc1	1.61643532632529e-08	1.48595249488999	0.75	0.778	0.000340890045968739
Snx27	1.61736593583125e-08	1.24207478719815	1	0.444	0.000341086302207452
Gramd4	1.62935419755094e-08	1.89575003800332	0.5	0.444	0.000343614506721517
Eci2	1.63166312896995e-08	1.12598165385472	1	0.667	0.000344101437268473
Golim4	1.67187778375077e-08	-2.46428101829869	0.25	0.889	0.000352582305815199
Deptor	1.68974023753588e-08	1.28696442263253	1	0.444	0.000356349318693943
Mlf2	1.70528033056025e-08	-0.63544683433619	1	1	0.000359626568911852
Def8	1.73546856141514e-08	-1.66879409152463	0.25	0.556	0.000365992964916838
Aopep	1.76592719618953e-08	-3.1963972128035	0.5	0.778	0.000372416386404409
mt-Nd2	1.77052471836886e-08	-0.450551785891782	1	1	0.000373385957856809
Cdca7l	1.78208784530008e-08	1.37155886261196	1	0.556	0.000375824505695335
Ipo4	1.81798590550026e-08	1.54338339696976	1	0.556	0.000383395047610949
Commd9	1.86507322899883e-08	2.0630097975258	0.75	0.333	0.000393325293263564
Actr1a	1.86690017500076e-08	0.825708839353165	1	0.889	0.000393710577905911
Dnah2	1.88714460177854e-08	2.57202344501366	0.75	0.222	0.000397979925069076
Tfdp2	1.89632133033109e-08	1.15432814639129	0.75	0.667	0.000399915205353523
Snx14	1.90571856176433e-08	-3.18762700317577	0.75	0.778	0.000401896987490479
Rgs2	1.90659999428503e-08	0.932233443722981	0.75	0.556	0.00040208287279477
Romo1	2.04551127292706e-08	-1.23773296747093	1	1	0.000431377872347587
Dyrk2	2.10239990015988e-08	1.55101516879782	0.75	0.778	0.000443375114944718
Tmem38b	2.12938845168741e-08	-2.4447848426729	0.25	0.556	0.000449066730576359
Fem1c	2.16629228206864e-08	1.31535544096388	1	0.333	0.000456849379365456
Lacc1	2.17935982974204e-08	1.49797919912652	1	0.444	0.000459605194494298
Slc29a3	2.20723414948178e-08	-1.60014890453583	0.75	0.889	0.000465483609784213
Cd44	2.24797112726738e-08	0.353461486961737	1	1	0.000474074631029418
Smim13	2.25652928634158e-08	2.09592441999854	1	0.333	0.000475879461196577
Cmtm7	2.2735924500578e-08	1.1392282042194	0.75	0.667	0.000479477911792689
Gbp2	2.27359295763692e-08	1.1392282042194	1	0.556	0.00047947801883605
Hprt	2.30188670549771e-08	0.48978174630998	1	1	0.000485444887322412
Mrps7	2.33672329178767e-08	-2.24188859696224	0.5	1	0.000492791575005101
Eif2s2	2.34258707936067e-08	-1.3536369546147	0.75	1	0.000494028189166371
Plekha8	2.36365004581299e-08	2.71741279674481	1	0.111	0.000498470158161501
Snrnp70	2.36843321705756e-08	-0.950704703743226	1	1	0.000499478881145268
Tmcc3	2.37331208334522e-08	1.82200169802201	0.5	0.556	0.000500507785256673
Rps21	2.38972277502131e-08	-0.921222886615883	1	1	0.000503968636024244
Cc2d1b	2.40865957713683e-08	-1.78849589480629	1	0.667	0.000507962218222386
Pdcl	2.42787880690408e-08	1.55896729218821	0.75	0.556	0.000512015361588002
Srp14	2.4518735207215e-08	-0.637429920615292	1	1	0.000517075606784958
Spire1	2.46397833010337e-08	1.20469041960299	1	0.667	0.0005196283900355
Atxn7l3	2.47086844367668e-08	-1.62208195628186	0.5	0.778	0.000521081446086976
Arfrp1	2.51067298486157e-08	0.995895601667264	0.75	0.778	0.000529475825777457
F7	2.5639996206883e-08	0.618089280329752	0.5	0.556	0.000540721880006956
Usp38	2.59909121315066e-08	1.63289697778486	0.75	0.444	0.000548122345941342
BC004004	2.65206737713536e-08	1.07416601863688	1	0.778	0.000559294489164075
Dctn6	2.67835697516736e-08	1.72451385311995	1	0.556	0.000564838702493045
Ube2d3	2.68682057915043e-08	0.551795636785957	1	1	0.000566623591937035
Wdr12	2.7301354857725e-08	-1.28950661719499	0.75	1	0.000575758272594562
Secisbp2	2.76842293345913e-08	-1.64533511870064	0.75	1	0.000583832712437195
Phb	2.80663028921969e-08	-1.78003431605809	0.75	1	0.000591890261693541
Ear2	2.82605587087635e-08	-4.15800183406649	0.25	0.778	0.000595986922609113
Pja1	2.91394776903167e-08	1.20511442990461	1	0.333	0.000614522445011088
Bloc1s3	2.92315149482473e-08	1.99589560166726	0.75	0.333	0.000616463418743587
Canx	2.92833973722482e-08	-0.396283539213481	1	1	0.000617557567183342
Myo10	3.01915011808928e-08	-0.781743748471694	1	1	0.000636708568403849
Rabep1	3.12052256052439e-08	-0.90484276695966	1	1	0.000658087002788989
Tprn	3.22121960002887e-08	-3.49845350746648	0.25	0.444	0.000679323001450089
Twsg1	3.27049636919157e-08	-1.77152281620257	1	0.889	0.00068971497929881
Lims1	3.32555844976969e-08	-0.61875081417744	1	1	0.00070132702147193
Pank4	3.37594108847855e-08	-1.60656895691053	1	0.778	0.000711952216149242
Socs7	3.41178720764077e-08	-2.67807190511264	0.25	0.778	0.000719511804219361
Wwc2	3.43355774270025e-08	2.67893864893017	0.75	0.111	0.000724102992358056
C330007P06Rik	3.45346613722326e-08	2.02553509210714	0.75	0.333	0.000728301473679013
Ccdc59	3.45393404384864e-08	1.4236815936881	1	0.889	0.000728400150507239
Pqbp1	3.46923998814317e-08	0.961110986606406	1	0.889	0.000731628021099514
Tifab	3.49561373227627e-08	1.26946067499323	1	0.444	0.000737189979999743
Igf1	3.54565385255468e-08	0.605426603280872	0.75	0.667	0.000747742940965256
Pacs1	3.63931809833366e-08	-1.22810607253084	0.5	0.556	0.000767495793757586
Naif1	3.65599033503921e-08	-2.85982234195174	0.25	0.667	0.000771011801756418
E2f6	3.75888910422405e-08	1.35337114253824	0.75	0.444	0.00079271212318981
Asb8	3.77780458950763e-08	-1.45810622117073	0.5	0.778	0.000796701209881263
Nfe2l2	3.79104502448426e-08	-0.617666665793862	1	1	0.000799493485213485
Ppp2r1b	3.8358848345551e-08	1.29545588352617	1	0.778	0.000808949752759325
Rfc3	3.85325380906249e-08	-1.38217286537322	0.75	0.778	0.000812612695793189
Idi1	3.93471511462911e-08	1.38856528791765	1	0.889	0.000829792070524133
Irf5	3.969224716016e-08	0.716874176226737	1	1	0.000837069800360615
Irf3	3.97314526371945e-08	-1.19107265812364	1	0.889	0.000837896604665794
Pde4d	3.9873861418006e-08	-2.20262916651502	0.75	0.778	0.000840899863444328
Fam120b	4.02919904566269e-08	1.47331714489225	1	0.667	0.000849717786739805
Hcfc1r1	4.06583025075118e-08	-1.1218411229348	1	1	0.000857442941580915
Mtmr1	4.12278367685575e-08	1.27085391029309	0.75	0.444	0.000869453849612108
Ldlrap1	4.12503539412021e-08	-1.56961453638772	0.75	0.667	0.000869928714266011
Arhgef3	4.14394698142179e-08	2.90689059560852	0.75	0.222	0.000873916978912041
Eif4a3	4.16115353354768e-08	-0.826851097683401	1	1	0.000877545668689871
Clec10a	4.21773949878061e-08	-1.93627440238961	0.5	0.333	0.000889479082897843
Tbc1d13	4.22937546164116e-08	-1.47393118833241	0.75	0.778	0.000891932991105505
Limk2	4.27697850310107e-08	1.59442282997022	1	0.222	0.000901971996518985
Guk1	4.3086935653268e-08	-1.02017788193763	1	1	0.000908660385991768
Arih1	4.41586380666272e-08	-1.62148837674627	0.75	0.889	0.000931261518187102
Herc1	4.49976204975492e-08	1.09592441999854	1	0.667	0.000948954818672814
Cables2	4.50553032838593e-08	1.12313078996337	1	0.889	0.000950171290953308
Klhl2	4.51676956004175e-08	-1.51564144021725	0.75	0.778	0.000952541532517205
Amn1	4.52783583484522e-08	1.78883483408681	1	0.222	0.000954875299210509
Mtarc2	4.61319418167945e-08	-1.12646800133791	0.75	0.889	0.00097287652097438
Mad1l1	4.63609884939154e-08	-2.27938239992128	0.75	0.667	0.000977706886348181
Kdm5b	4.71093446712223e-08	0.981992050849237	0.75	0.667	0.000993488969771406
Thumpd1	4.71786921021879e-08	-1.49058853228602	1	0.889	0.000994951437743041
Cope	4.72776873122769e-08	-0.679493980181836	1	1	0.000997039147728607
Clip2	4.74308209829732e-08	2.21174517713694	1	0.333	0.00100026858370992
Cnot4	4.78010378067108e-08	-1.22968245726693	1	0.889	0.00100807608630572
Ppil2	4.86101346480573e-08	1.27228671907199	1	0.778	0.00102513912959288
Smdt1	4.91292141882113e-08	-0.748851203283715	1	1	0.00103608599801519
Dnajc12	5.06580580183132e-08	2.09192248944104	1	0.444	0.00106832778554821
Etfdh	5.10357646667153e-08	1.69348695749933	0.75	0.444	0.00107629324105636
Ankrd12	5.10492711402604e-08	1.69348695749933	0.5	0.556	0.00107657807907695
Tkfc	5.1049283390071e-08	1.69348695749933	1	0.222	0.00107657833741321
Renbp	5.10856404927488e-08	0.998556583130331	1	0.778	0.00107734507235158
S100a10	5.11215816246345e-08	0.554405033745187	1	1	0.00107810303488192
Exoc5	5.22065309847193e-08	0.834855806866885	1	1	0.00110098353193675
Dazap2	5.22147222849489e-08	-0.467365656173606	1	1	0.00110115627826729
Ifnar2	5.22513393622541e-08	1.15324626029568	1	0.667	0.00110192849581058
Timm22	5.48160951115022e-08	-1.35033180989103	0.75	0.667	0.00115601662980647
H2-Ab1	5.52276660196209e-08	0.258124491709987	1	1	0.00116469624868779
Ppp1r13l	5.58009522570868e-08	2.8703647195834	1	0.222	0.0011767862821497
Bag2	5.74944256851509e-08	-0.847311703482992	1	0.889	0.00121249994327415
Plpp6	5.89390505662995e-08	1.8270372879193	0.75	0.222	0.00124296563739269
Urod	5.89493145742916e-08	1.8270372879193	0.75	0.333	0.00124318209505723
Rgs10	5.96286172289052e-08	0.862190788137704	1	0.778	0.00125750790874038
Plgrkt	6.04891919925472e-08	0.920204948889399	1	1	0.00127565656993083
Med28	6.11484999004242e-08	-0.89970918639474	1	1	0.00128956071440005
Ddrgk1	6.15986415509326e-08	-1.29907148123052	1	1	0.00129905375166762
Fbxl17	6.30762037582129e-08	1.49185309632967	0.75	0.444	0.00133021406105695
Dock10	6.37194745078998e-08	0.673499175322813	1	1	0.0013437799978971
Taf4b	6.3890207211577e-08	1.44294349584873	0.5	0.556	0.00134738057988495
Ccdc90b	6.46722806209675e-08	1.6256044852185	0.75	0.556	0.00136387372601558
Rhbdd2	6.46878157879408e-08	-2.3536369546147	0.5	0.667	0.00136420134715188
Arpc5	6.48089679278014e-08	0.488330029765978	1	1	0.0013667563246294
Pex14	6.4974772134601e-08	-2.61667136044849	0.5	0.778	0.0013702529695466
Flrt3	6.61194268947388e-08	-0.663255907983197	1	1	0.00139439259378315
Smcr8	6.70269683741718e-08	2.25738784269265	0.75	0.111	0.00141353173604291
Sh3pxd2b	6.93884638822001e-08	-0.781980710356642	1	1	0.00146333331481172
Prmt9	6.99492979184662e-08	1.55694812455156	0.5	0.444	0.00147516074380253
Mfsd14b	7.17285192346801e-08	0.830900912731642	1	0.889	0.00151268274214017
Slc30a9	7.19854115429735e-08	0.887286037669007	1	0.889	0.00151810034402977
Atp13a2	7.21437159184286e-08	1.25122510354416	0.5	0.333	0.00152143882500374
Haus1	7.3220270644156e-08	1.49854774890368	1	0.222	0.00154414228761461
Zfp622	7.36298857184304e-08	1.40439025507934	0.75	0.556	0.00155278065991598
Ddi2	7.53860202304311e-08	-1.21212408588262	1	1	0.00158981578063956
Erap1	7.68591505337061e-08	1.01380579952503	1	0.778	0.00162088262560533
Anapc16	7.78794366825494e-08	0.977279923499916	1	0.889	0.00164239944019828
Usp39	7.90722231411911e-08	-1.4447848426729	0.75	0.667	0.00166755411382458
Tns1	7.96989955981749e-08	0.952826879775378	0.5	0.556	0.00168077211816991
Set	8.03344425089868e-08	-0.58026775189588	1	1	0.00169417305807202
Polr1e	8.05591293177285e-08	1.56585367777345	1	0.222	0.00169891147818158
Washc3	8.07728402804997e-08	-1.51125281453815	0.75	1	0.00170341842867546
Rasal2	8.21083313478907e-08	3.26508223448265	0.75	0.111	0.00173158259979567
Nfrkb	8.32006349031382e-08	2.16992500144231	0.75	0.444	0.00175461818947228
Tmco6	8.33583683436724e-08	2.16992500144231	0.75	0.111	0.00175794462999971
Ascc1	8.33613311148103e-08	1.36923380966572	0.75	0.333	0.00175800711188023
Glb1	8.38440444480385e-08	0.838215885762365	1	1	0.00176818705336468
Trmt1	8.47003145941528e-08	-1.0962153152593	0.75	1	0.00178624493447609
Parp1	8.6878549265822e-08	0.70401517236492	1	0.889	0.00183218172546692
Gtpbp4	8.9041384067109e-08	0.443820399907874	1	1	0.00187779374859126
Impa2	9.01198255416681e-08	-0.639668392811291	1	1	0.00190053700084824
Notch2	9.22501003481436e-08	0.778842234315191	1	1	0.001945462366242
P2rx4	9.32152740231563e-08	-0.634119720216482	1	1	0.00196581691387434
Zmat5	9.41592618259249e-08	-3	0.5	0.889	0.00198572467264693
Trim11	9.59449867925268e-08	-1.22696515112627	0.75	0.778	0.0020233838264676
Vdac1	9.66641134597995e-08	0.358838103264928	1	1	0.00203854948875371
Repin1	9.72646315771489e-08	1.66177809777199	0.75	0.444	0.00205121381533049
Gfpt2	9.81534022217723e-08	1.51281271496532	0.5	0.333	0.00206995709945496
Cmas	1.00532125357543e-07	1.25358293048922	1	0.556	0.00212012199166521
Hcfc1	1.02126267110858e-07	-0.734134003383044	0.75	1	0.00215374084710088
Trappc11	1.0241534071947e-07	-2.98994633533608	0.25	0.889	0.00215983712043289
Rnf44	1.0282902084806e-07	1.15243757471347	1	1	0.00216856122066473
Parp12	1.03178716846816e-07	2.30742852519225	1	0.333	0.0021759359595825
Zc3h7a	1.09940214791608e-07	0.906890595608519	1	1	0.00231852918974023
Iqsec1	1.12576038979555e-07	-2.56342933917152	0.25	0.889	0.00237411608603982
Polr3k	1.13514464100142e-07	0.854237846529095	1	0.889	0.0023939065334079
Kmt5a	1.18737486731236e-07	-1.19434938415465	1	1	0.00250405485767503
Mad2l1	1.19870595135734e-07	-1.92252124732228	0.5	0.556	0.0025279509808175
Plcl2	1.19903936942511e-07	1.05328008259004	1	0.667	0.00252865412618062
Luc7l3	1.19908302791723e-07	-0.780321963360588	1	1	0.00252874619757465
Klhl21	1.20188804126589e-07	1.94753258010586	0.75	0.222	0.00253466169022563
Stk3	1.20212791409205e-07	1.30964976510893	0.75	0.444	0.00253516755802873
Gcn1	1.20592015424194e-07	-1.82055222443918	0.5	0.778	0.00254316501328083
Snap23	1.21593043275005e-07	0.899277411498644	1	0.889	0.00256427568962657
Setd5	1.22799976628953e-07	-0.708157631301929	1	0.889	0.00258972870712798
Atg4b	1.23113901240442e-07	1	1	0.556	0.00259634906325968
Arl4c	1.2485076680362e-07	-0.577997007096134	1	1	0.00263297782112155
Cpne3	1.24984767689772e-07	1.10507385709234	1	0.889	0.0026358037658096
Cdc16	1.26255477471248e-07	-1.59560974492066	0.5	0.889	0.00266260176439115
Cav1	1.2814472416901e-07	4.40258575823259	0.75	0.111	0.00270244408800025
Hsd17b10	1.29230907023121e-07	-1.0899421253128	1	1	0.00272535059821059
Uhrf1bp1l	1.31556997350787e-07	-1.08061846020828	1	1	0.00277440551713074
Lonp1	1.31712982912164e-07	-0.730539325006773	0.75	1	0.00277769509663463
E4f1	1.33537575392946e-07	-2.19572447087437	0.75	0.778	0.00281617392746184
Denr	1.33992525975684e-07	-0.806724511280307	1	1	0.00282576838030119
Slc12a4	1.34119766873062e-07	-1.20133080580862	0.75	0.778	0.00282845176358601
Il15ra	1.35190168192038e-07	0.82270288639104	1	0.778	0.0028510254570019
Psmd8	1.36304956368912e-07	0.46354772710953	1	1	0.00287453522486399
Ppp1r11	1.38123854756322e-07	-1.379236777851	0.75	0.889	0.00291289397295607
Cyp4v3	1.41378275943271e-07	2.75488750216347	0.75	0.111	0.00298152646136763
Cdk19	1.41447836088515e-07	2.75488750216347	0.75	0.222	0.00298299341527069
Irak2	1.41727695404657e-07	1.97727992349992	0.75	0.556	0.0029888953683888
Dnajc25	1.41803376518744e-07	1.97727992349992	0.75	0.111	0.00299049140740379
Ganab	1.4302113158473e-07	-0.788347872947964	1	1	0.00301617264399036
Map3k3	1.45722386383893e-07	0.998444533497959	1	0.556	0.00307313940644992
Usp37	1.45789089801171e-07	-1.16373238602716	1	0.889	0.00307454611481689
Plxna1	1.45789114237016e-07	-1.16373238602716	0.75	0.556	0.00307454663014443
Gna12	1.46508738884991e-07	0.916944260272442	1	0.556	0.00308972279434558
Cd80	1.47057335854071e-07	1.83289001416474	0.5	0.556	0.0031012921558265
Ifrd2	1.47810688818122e-07	-1.58709824506515	1	0.889	0.00311717961648537
Ankrd16	1.48714060141762e-07	3.16992500144231	1	0.222	0.00313623081432962
Nrp2	1.50754783122507e-07	0.560876882196843	1	1	0.00317926762127055
Hspa4l	1.5099251058491e-07	1.00795752177892	1	0.778	0.00318428105572518
Coq9	1.51633773698999e-07	1.53670733211394	0.75	0.333	0.00319780465353818
Tent4a	1.53794235960134e-07	1.28358178323788	1	0.556	0.00324336664216327
Acin1	1.55123124726887e-07	-1.26042555333104	1	1	0.00327139157736532
Slc25a46	1.55299697759166e-07	0.945709844499047	1	0.889	0.00327511532604306
Cox6a1	1.57365479103697e-07	-0.472724849459494	1	1	0.00331868058881787
Rabl3	1.57484897150537e-07	-2.27853549937398	0.5	0.778	0.00332119899600768
Tcerg1	1.58364269724734e-07	-0.915466489788332	1	1	0.00333974408422492
Acp2	1.61634805298225e-07	1.61738397841353	1	0.222	0.00340871640893427
Ppp1r8	1.63631864080062e-07	-1.10861049793167	0.5	1	0.00345083238158443
Ndufaf3	1.69553720636578e-07	2.00946032924907	0.75	0.222	0.0035757184145048
Tjp2	1.69642276053814e-07	2.00946032924907	0.75	0.444	0.00357758595969888
Eif4g2	1.69947655429833e-07	0.294417413054204	1	1	0.00358402610535974
Fgl2	1.72395656570604e-07	0.996860292469432	0.5	0.556	0.00363565200141746
Cd300lf	1.724336994875e-07	2.26303440583379	0.25	0.333	0.00363645428849189
Mrps15	1.72743646691578e-07	-1.57853623156172	0.5	1	0.00364299076507868
Phtf2	1.73363570919187e-07	1.13473557298001	0.75	0.556	0.00365606434711473
Snx25	1.74981889308477e-07	1.54543413653452	0.75	0.444	0.00369019306362647
Pih1d1	1.75049070336719e-07	1.08930654123403	0.75	0.556	0.00369160984433107
Stx17	1.75580298859203e-07	1.10358250661362	1	0.333	0.00370281292264173
Sdf4	1.75746907631385e-07	0.477014587354041	1	1	0.00370632653503829
Preb	1.78258786868465e-07	-0.877903523648302	0.75	0.889	0.00375929955626907
Sppl3	1.80833543816915e-07	-1.54748779530249	1	0.667	0.00381359860555492
Mrgbp	1.80853243006973e-07	-2.08880926695786	0.25	0.889	0.00381401404177404
Rheb	1.8307974470996e-07	-0.692083995485362	1	1	0.00386096873618836
D430042O09Rik	1.85190061762315e-07	1.62935662007961	0.5	0.333	0.00390547321250545
Selenon	1.85922923735509e-07	1.43295940727611	1	0.444	0.00392092853865814
S100a6	1.86861118789497e-07	-0.550718287421961	1	1	0.00394071413415171
Sbno2	1.87656784093909e-07	0.683478241362224	1	1	0.00395749391975644
Mpdu1	1.88905512327262e-07	-1.02772075755845	1	0.889	0.00398382834946963
Nav1	1.89901969541338e-07	-3.25153876699596	0.25	1	0.00400484263565727
Zkscan14	1.91602163664712e-07	1.18955380819125	1	0.667	0.00404069802952512
Hspa4	1.92086415409706e-07	-0.516677761154682	1	1	0.00405091041457528
Slc25a5	1.92887757113895e-07	-0.537543695479396	1	1	0.00406780990977493
Tmem97	1.93127051233128e-07	-1.01227832977844	1	1	0.00407285638345544
Fam98a	1.93839555827902e-07	-2.68251781014383	0.5	0.444	0.00408788239285463
Elavl1	1.94547080238321e-07	0.673587400061621	1	1	0.00410280337514595
Mapk3	1.99165199164994e-07	-0.856970225620748	1	0.889	0.00420019488519056
Irf2bp1	1.99568190814306e-07	-2.37064337992039	0.25	0.778	0.0042086935760829
Tmem86a	1.99635953462799e-07	4.29094040240368	0.75	0.111	0.00421012262257697
Vps13a	2.08670938472724e-07	-1.66526412881202	0.5	0.778	0.00440066142145128
Wipi2	2.12948288587149e-07	0.967108118442625	1	0.778	0.00449086645801438
Mms22l	2.14511305048148e-07	1.39231742277876	0.75	0.444	0.00452382891216039
Anp32e	2.16280816928691e-07	0.712621775186459	1	1	0.00456114614820918
Fut11	2.19333212852699e-07	-1.93859945533586	0.25	0.889	0.00462551812585057
Gcdh	2.21374055383103e-07	-2.49683159044249	0.25	0.667	0.00466855745397426
Plec	2.2321651253466e-07	-0.62377655334154	1	1	0.00470741303284345
Esr1	2.25647995990173e-07	3.10281080558378	0.75	0.222	0.00475869058743675
Serbp1	2.2750814445165e-07	-0.315229901301361	1	1	0.00479791925834086
Rbl1	2.31774662103385e-07	-1.06864734694957	1	0.778	0.00488789584909829
Psma5	2.32008220319495e-07	0.766132259331091	1	1	0.00489282135831783
Mras	2.32214314849992e-07	1.56420394055436	0.75	0.444	0.00489716768587148
Olfm1	2.32936790512316e-07	-3.22239242133645	0.75	0.556	0.00491240397511424
Rabac1	2.36887351470272e-07	-0.897979063059491	1	0.778	0.00499571735515658
Lhpp	2.37592595683794e-07	-1.25633975325979	0.75	0.778	0.00501059025037553
Vps50	2.38001111510448e-07	-2.66014999711537	0.5	0.778	0.00501920544064383
Tmbim4	2.39307914293842e-07	-1.12343394124828	1	0.778	0.00504676460454283
Smc2	2.42380937981396e-07	-2.88535743405888	0.5	0.778	0.00511157160108965
Efl1	2.42427360480558e-07	1.65535182861255	1	0.444	0.00511255060517448
Fam126a	2.43159651120971e-07	-1.65604559878264	0.5	0.667	0.00512799388249016
