p_val	avg_log2FC	pct.1	pct.2	p_val_adj
Fam193b	0.564139153984397	-0.75607441711391	0.75	0.667	1
Gm11960	0.564420532201962	-0.270647589943669	0.5	0.556	1
Dph3	0.56452252347269	0.354956895274833	1	0.889	1
Bag6	0.564629665422656	-0.551773836070584	0.75	0.889	1
D6Wsu163e	0.564774935603187	0.667424660913129	0.25	0.333	1
Alg13	0.564884398923811	0.584962500721156	0.5	0.444	1
Ier5	0.565120280664302	0.304854581528422	1	0.889	1
Tmem209	0.565192197007919	-0.739562705652245	0.5	0.778	1
Rbm17	0.565207709568976	-0.344648171387446	1	1	1
Pisd	0.56528438107654	-0.604515298142557	0.75	0.667	1
Tle5	0.565533417547608	0.497499659470817	1	0.889	1
Gnpat	0.565613167918005	-0.311201688294304	1	1	1
Snhg20	0.565766902385598	0.931765264247548	0.75	0.333	1
Ddx19a	0.565930904389789	-0.467504919172979	0.5	0.556	1
Pcf11	0.565946782597876	-0.576318406311904	0.75	0.778	1
Cnot1	0.566200570226235	0.362570079384708	1	1	1
Dld	0.566651028812557	0.425484286713959	1	0.778	1
Gk	0.566942648797986	-0.778849675202514	0.5	0.778	1
Grwd1	0.567162146471281	-0.419177229639768	1	0.889	1
Nelfa	0.567712023150096	0.729352410056331	0.75	0.556	1
Arhgap5	0.567920049712415	-0.625716500051501	1	0.889	1
Xrcc6	0.56810690354941	-0.653694974978076	0.75	0.778	1
Spdl1	0.568174588331247	0.892391025913403	0.5	0.444	1
Rrp7a	0.568539108202552	-0.399930606888635	1	0.889	1
Fam91a1	0.568638091978288	-0.447458976971221	1	0.889	1
Mettl6	0.568659244836331	0.754887502163469	0.75	0.556	1
Phc2	0.569014498865978	-0.921573353043184	1	0.444	1
Mvd	0.569180664738228	-0.455990108180639	1	1	1
Ruvbl1	0.56931638583003	-0.487187285034679	1	0.778	1
Pnn	0.569375195192137	-0.392600110159089	1	1	1
1110008P14Rik	0.56944886726825	0.780882710696413	0.75	0.556	1
Cntrl	0.569453766535565	-0.626541604472556	1	0.667	1
Ddx47	0.569495815255684	-0.464281018298693	0.75	1	1
Bop1	0.569695640602024	-0.610761970153212	0.75	0.778	1
Yrdc	0.569726808807349	0.546994650522135	1	0.889	1
Dnm1l	0.569755085973876	0.388270589716059	1	0.889	1
Ddx31	0.569980570362296	0.715893370547605	1	0.556	1
Tpd52l2	0.57018834395493	-0.299560281858908	1	1	1
Med18	0.570263346661138	-1.01227832977844	0.5	0.333	1
Pdk3	0.570380408928789	0.50222206971322	1	0.889	1
Ufd1	0.570385670239024	-0.518130992242947	0.75	1	1
Iffo1	0.570465705508857	0.705977901682522	0.75	0.444	1
mt-Tq	0.570485315128204	-0.360589715256467	1	0.889	1
Bfar	0.570816198419297	0.637051011869611	1	0.667	1
Maml2	0.570938129669921	-0.415037499278844	0.5	0.556	1
Aqr	0.571030924298535	-0.358675056659732	1	1	1
Tia1	0.571159873649629	-0.54432051622381	1	0.667	1
Ssr4	0.571193970955609	-0.292137832662419	1	1	1
Pkp4	0.571666797985454	-0.70781924850669	1	0.667	1
Snhg5	0.57169260058438	0.387155717662981	1	0.889	1
Stard7	0.572001906108888	-0.272362532244732	1	1	1
Golt1b	0.572157218247055	-0.486342533351977	1	0.889	1
Cdc34	0.572331343030983	0.364836686356654	1	1	1
Ramac	0.572339747870644	0.339850002884625	0.5	0.444	1
Rcc1	0.57243838011234	0.578564729523005	0.75	0.778	1
Lsm6	0.572847504554012	0.257872700718015	1	1	1
Rab21	0.572893665019359	0.366322214245816	1	1	1
Morf4l1	0.573037777220703	-0.254572827085598	1	0.889	1
Emc4	0.573245046654012	-0.554967760423319	1	0.778	1
Mlh1	0.573262467879823	-0.933697629631845	0.75	0.556	1
Uck2	0.573341289685784	0.258110527194509	1	1	1
Agpat1	0.573588763194254	-0.553365655826817	0.75	0.889	1
Cabin1	0.574052015007021	0.484033591870376	1	0.778	1
Rap1a	0.574480833305402	-0.395672174411912	0.75	0.889	1
Rnf141	0.574848975631342	0.564203940554359	1	0.667	1
Dock11	0.574898588124011	-0.592575684831031	0.75	0.778	1
Ppm1a	0.575088453493752	0.405854177113508	1	0.889	1
Med31	0.57532545996726	0.6959938131099	0.75	0.556	1
Brd7	0.575429417368908	0.388105171491846	1	0.889	1
Vapb	0.575765418625972	0.8550516640889	0.25	0.667	1
Rpl37rt	0.575941344718697	-0.370643379920391	1	0.889	1
Zswim8	0.576006353659383	-0.605368711382993	0.5	0.889	1
Tnrc18	0.576020276412843	0.635588573791125	1	0.444	1
Clpx	0.576043930665278	-1.01770200173346	0.5	0.444	1
Baz1a	0.576098018046282	-0.331734852584282	1	1	1
Prkra	0.576116222354091	0.872943263685181	0.5	0.444	1
Ssr2	0.576298530458016	0.264193662658634	1	1	1
Faap20	0.576451301882412	-0.567040592723894	0.75	0.778	1
Cdip1	0.576513520370238	-0.520007058880386	1	0.778	1
Arap1	0.576673370699698	0.81793967269877	0.75	0.556	1
2300009A05Rik	0.576807274346522	-0.454565863465481	1	0.556	1
Psat1	0.576813338291581	-1.12553088208386	0.5	0.444	1
Supt5	0.577253951327128	-0.524860777231595	1	0.778	1
Rnpepl1	0.577253964776532	0.349058149667161	1	1	1
Rgs2	0.577325655148875	0.932233443722981	0.75	0.556	1
Ckap5	0.577357760797351	-0.499926396865356	0.75	1	1
Acsl1	0.577534784667535	-0.742612157307348	0.5	0.778	1
Man2a1	0.577584470662826	-0.491794698262881	1	0.889	1
Gsn	0.577595763186536	0.762749619936439	1	0.778	1
Cd86	0.577865341824872	0.545624352770655	1	0.889	1
Utp14a	0.577915542426353	-0.482151695137381	1	0.778	1
Zfyve21	0.578027849399348	0.635588573791124	1	0.556	1
Emc8	0.578087813491031	0.360446907491738	1	1	1
Pds5b	0.578317421055344	-0.347474215466209	1	1	1
Esyt1	0.57831805223507	0.66923141761876	1	0.667	1
Cct4	0.578328775278958	0.356391504455584	1	1	1
Hmgn5	0.578667534292615	0.600559355772175	0.75	0.556	1
Yipf5	0.578965609785184	0.484033591870376	0.75	0.889	1
Dync1i2	0.578977700786626	0.378033196772512	1	1	1
Tmem185a	0.578989844112921	-0.830074998557688	0.5	0.556	1
Plin3	0.579273700565628	-0.618570893363976	0.5	0.889	1
Ak4	0.579582958837619	-0.470003958496772	1	0.889	1
Wfdc17	0.579686081424821	-0.717865494971662	1	0.889	1
Ikzf1	0.57977287454946	-0.779091069838883	0.5	0.778	1
Nlk	0.579840144834804	-0.925232231598028	0.5	0.333	1
Ccnc	0.5799381552761	-0.328880855529129	1	0.889	1
Vav3	0.579966973637404	-0.728195384538474	0.25	0.556	1
Lman2	0.58035919351774	0.327664464436507	1	1	1
Mfge8	0.580395676476203	0.655351828612555	1	0.667	1
Zcchc10	0.580580870638648	-0.704544116473829	0.25	0.556	1
Rufy1	0.580626500777275	-0.787006276665802	1	0.556	1
Ptgr1	0.580976703805232	-1.02862067793977	0.25	0.778	1
Tmtc4	0.581114277336246	-0.692571474807753	0.25	0.556	1
Phka2	0.581126211548074	0.939627382020518	0.75	0.444	1
Hax1	0.581302330886953	-0.446746359006182	1	0.667	1
Daxx	0.581379316218609	-0.538612184397376	1	0.778	1
Pop7	0.581400871945198	-0.476066932676404	0.75	1	1
Uckl1	0.581558648789673	0.8550516640889	0.5	0.556	1
Agfg2	0.582185235643208	-0.552541023028779	0.75	0.889	1
Pafah1b2	0.582197951177268	0.254695104921065	1	1	1
Csnk1g1	0.582290529285201	0.584962500721157	1	0.667	1
Prodh	0.582764072522277	-0.911869089721335	0.5	0.556	1
Slc27a1	0.58298210569554	-0.788254822863061	0.5	0.667	1
Fastk	0.583016674582284	0.745039716207122	1	0.556	1
Tuba4a	0.583048170017913	0.866997868485006	1	0.556	1
Rps8	0.583069193806944	0.350497247084133	1	0.889	1
Clcn4	0.583077835666455	0.450032920635048	1	0.889	1
Pttg1ip	0.583103972819796	0.437620784645969	1	0.889	1
Gatd1	0.583206144065631	-0.789433014060342	0.75	0.556	1
Platr25	0.583529561297441	-0.415037499278844	0.5	0.667	1
Unc45a	0.583564716969993	0.981479912029202	0.5	0.444	1
Mall	0.583963541967839	0.722466024471091	0.75	0.667	1
Dnajb14	0.584279106791525	0.371304889362317	1	0.889	1
Gm9134	0.584302083596193	-0.289506617194985	0.5	0.667	1
Casp3	0.584594126547438	0.505792287287548	1	0.889	1
Fam76a	0.584774760397878	0.813781191217037	0.5	0.444	1
Mcee	0.585093944760386	0.67928988326931	1	0.556	1
Stat1	0.585103006827298	0.360446907491738	0.75	1	1
Ppp1r2	0.585277969653915	-0.534619115031516	0.75	0.778	1
Smndc1	0.585868923594241	0.390315069867613	1	0.889	1
Tbc1d31	0.586168623871957	-0.584962500721156	0.25	0.444	1
Clk3	0.586227513996526	0.633171593763776	1	0.667	1
Spint2	0.586260107352319	0.713860233903414	1	0.556	1
Parg	0.586418906290717	0.636492801361238	0.75	0.556	1
H2-Q7	0.586530003720561	0.287888338796602	1	1	1
Lamtor3	0.586632745277972	0.491853096329675	1	0.667	1
Incenp	0.586637630310143	0.764668522956054	1	0.333	1
Ell	0.586747940433575	-0.449594721315213	1	0.889	1
Rrnad1	0.586900053522494	0.502500340529183	0.5	0.556	1
Sec11a	0.587009277671384	-0.275874751607218	1	1	1
Gch1	0.587054555804198	0.565853677773451	0.75	0.889	1
Srgn	0.587056557252708	-0.333452979816089	1	1	1
Glod4	0.587194597028776	0.78135971352466	1	0.556	1
Zfp120	0.587469840394185	-0.514573172829758	1	0.556	1
Alg11	0.587483189604933	-0.802060622388091	0.5	0.444	1
Mertk	0.587617401719978	0.708344916226438	0.5	0.778	1
Rhoc	0.587788896596992	0.719263592432748	0.5	0.556	1
Gpatch4	0.588140750264428	-0.62148837674627	0.75	0.778	1
Vps11	0.588236078260117	0.716559383504369	0.75	0.667	1
Sos1	0.588443527002822	0.745785295056216	0.75	0.667	1
Marchf7	0.588444384037181	-0.306513042500675	1	1	1
Zdhhc6	0.588552275862148	-0.448984831202182	1	0.889	1
Ttc37	0.588573619134549	0.56953246015155	0.75	0.667	1
Pik3r2	0.58876792827047	-0.754126145324389	0.75	0.667	1
Rpl12	0.588962694973403	0.307428525192247	1	0.889	1
Ttyh3	0.589085094201227	-0.48903808072262	1	0.667	1
Alg5	0.589444241924224	-0.450661409009565	1	0.889	1
Qk	0.589510466779059	-0.2906271570889	1	1	1
4632427E13Rik	0.589706521784985	0.606024116248986	0.75	0.667	1
Cybc1	0.589707083042603	0.741081702638438	1	0.556	1
Kcmf1	0.589744795972882	0.383631694912538	1	0.778	1
Usp34	0.589832329382944	-0.47860262805631	0.75	1	1
Kctd5	0.589909755791164	0.47195353889197	0.75	1	1
Myl12b	0.589948558492344	-0.415037499278844	0.75	0.444	1
Rps13	0.589997969254255	-0.315501825727929	0.5	0.778	1
Rpl15	0.590081961085952	-0.330973234490369	1	1	1
Ech1	0.590118726797146	0.86905852208278	0.75	0.444	1
Cept1	0.590235437011595	0.441598325549978	1	0.778	1
Dlst	0.590263121996568	0.430634354329862	1	1	1
Eps15l1	0.590289199196822	0.653526787204228	1	0.667	1
Znhit2	0.59030267174889	0.491853096329675	0.5	0.667	1
Tmem11	0.590449243988962	-0.522751316579097	0.75	0.889	1
Ift22	0.590550397420082	-0.660149997115375	0.25	0.444	1
D16Ertd472e	0.590578626426149	0.534689294239933	0.75	0.889	1
Slc15a3	0.590599327825639	0.441408597111923	1	0.889	1
Zfp281	0.590895105448156	0.6463630453853	0.75	0.556	1
Ppp2r3c	0.590933482913268	0.597346225176989	0.75	0.667	1
Adsl	0.590984170989252	0.341948468768623	1	1	1
Dleu2	0.591014067658258	0.346802763526392	0.5	0.667	1
Alox5ap	0.591311017978884	0.773266031478324	1	0.444	1
Synj1	0.591344002383834	0.508726914894071	1	0.667	1
Bud31	0.591695115536463	0.546073487327561	0.75	0.778	1
Zzz3	0.591766991084717	-0.493040011280117	1	0.778	1
Gm13461	0.591850657840973	-0.3536369546147	0.75	0.556	1
Aida	0.592160447988479	-0.484079143708495	0.75	0.778	1
Synrg	0.592212432381047	-0.60059315243492	0.5	0.667	1
Tmed7	0.592264359307834	-0.307122160111956	1	1	1
St7l	0.59231145766543	-0.802060622388091	0.75	0.333	1
Slc9a5	0.592377740556343	0.598018653546602	1	0.444	1
Psmb10	0.592401730252676	-0.448645891921664	1	0.889	1
Trmt10c	0.592598699672483	-0.560467938800408	0.5	0.778	1
Mmgt1	0.592695127588347	-0.660149997115375	0.75	0.667	1
Arhgef12	0.592699408095572	0.584962500721156	1	0.556	1
Trp53bp1	0.593000750842933	0.700439718141092	0.25	0.333	1
Dhps	0.593054827817558	-0.53051471669878	1	0.778	1
Ankrd10	0.593055244654511	-0.407948074492525	1	1	1
Smg9	0.593260247790809	-0.814968106167479	0.75	0.444	1
Cul5	0.59394074900783	0.279336218162895	1	1	1
Dohh	0.594257082648811	-0.415037499278844	1	0.667	1
Dmxl2	0.594334704443988	-0.555567808279945	1	0.778	1
Safb2	0.594640907063158	-0.266714752321743	1	1	1
Spns1	0.594641761629952	-0.67137725253863	0.75	0.667	1
Baz2a	0.594760146908978	-0.551358970491624	0.75	0.778	1
Gm24601	0.594875736643277	-0.499926396865357	0.75	0.778	1
Mrps27	0.594995554827031	0.660250628025393	1	0.556	1
Tmem192	0.594998629436114	0.432959407276106	0.75	1	1
Nudcd2	0.595118388809984	-0.281949266016903	1	1	1
Heatr5b	0.595273905146984	-0.736965594166206	0.5	0.444	1
Zfp638	0.596177798890503	0.510000443039933	1	0.778	1
Ankrd28	0.596209471805909	-0.618570893363976	0.25	0.556	1
Mrpl4	0.59621037654083	-0.3040061868901	1	1	1
H4c4	0.596228084709563	0.339850002884625	0.5	0.444	1
Rpl29	0.596617404561968	0.263034405833794	1	0.778	1
Rap2b	0.596803412364399	0.594810286677503	1	0.556	1
Dimt1	0.596913679625616	-0.582147485114102	0.5	0.778	1
Ints9	0.596958063326344	-0.664651389350316	1	0.556	1
Cdc73	0.59713194272807	0.35895882583233	1	0.889	1
Commd1	0.597160682659722	-0.26070935288755	1	0.889	1
Cbx7	0.597279935581802	-0.546282032557096	0.75	0.778	1
Setd7	0.597337000035636	-0.862496476250065	0.5	0.556	1
Rnf7	0.597440803969961	-0.279382399921277	1	1	1
Tmem250-ps	0.597487722864884	0.782108970898493	1	0.556	1
Saraf	0.597557784575866	0.386736390515461	1	0.889	1
Mindy1	0.597775197488701	0.932885804141463	0.75	0.444	1
Eaf1	0.59835898087706	0.407253693083631	1	1	1
Uhrf1bp1	0.598528727589669	-0.81942775435818	1	0.556	1
Hmgxb4	0.59867302076032	0.526068811667588	0.75	0.889	1
Tmem106b	0.598757473017445	0.660911353954455	0.75	0.444	1
Mesd	0.598969287408991	0.491853096329675	1	0.778	1
Aldoc	0.59905285323566	0.651223942989877	1	0.778	1
Yod1	0.599118547435062	-0.584962500721156	0.5	0.333	1
Ppp1r7	0.599317772593118	-0.518130992242948	0.75	0.778	1
Rras2	0.599361992266702	0.589301436445494	1	0.667	1
Sh3glb1	0.599404741502341	0.425259882445209	1	1	1
Sacs	0.599491126730607	-0.849440323424619	0.75	0.556	1
Lyrm2	0.599850872793419	-0.508146903670325	0.5	0.667	1
Nub1	0.600255588365854	0.423970624048851	1	0.889	1
Rbm26	0.600393018874632	0.500073603134643	1	0.889	1
Nfic	0.600463142236414	0.437620784645969	1	0.778	1
Neto2	0.600467423870775	0.772589503896928	0.75	0.444	1
Ndufb3	0.600817683346657	-0.263034405833794	1	1	1
Golph3	0.601059128948779	0.362570079384708	1	1	1
Hnrnpr	0.601668899041266	-0.302562770020431	1	1	1
Crtap	0.601837255625256	-0.285157216731935	1	1	1
Gpr146	0.601839779973947	-0.748331849116151	0.75	0.667	1
Prpf3	0.601884140119311	-0.440128480241674	1	0.889	1
Hsd17b11	0.602140204590555	-0.649502752915867	0.75	0.556	1
Mcm4	0.602179747603196	0.448026855365048	1	1	1
Tmem87a	0.602223125553868	0.719263592432748	0.5	0.556	1
Vps13b	0.602398268797685	-0.378137916467314	1	0.889	1
Atxn7l3b	0.602433807231465	0.334555703215111	1	1	1
Khnyn	0.602456394665287	0.69785655712709	0.5	0.556	1
Ap3m1	0.602515106473537	0.544773410605457	1	0.667	1
Ccdc191	0.602672322027816	-0.744345124531804	0.25	0.556	1
Orc6	0.602682074684813	-0.332575339086871	1	0.889	1
Erbin	0.602776934515646	-0.358453970912476	0.75	1	1
Hpcal1	0.602776956714622	0.506959988719883	0.75	0.778	1
Stk16	0.602985167335474	-0.702200176005529	0.75	0.667	1
Dhx34	0.603241763690614	-0.989273593406941	0.5	0.333	1
Snx11	0.603299054639195	-0.704544116473829	0.5	0.333	1
Stxbp6	0.603507833933897	0.800691191776593	0.75	0.556	1
Rgcc	0.603580518761864	-0.669917773364196	0.5	0.889	1
Il6st	0.603588533780341	-0.394203995861679	0.75	1	1
Afdn	0.603645506605025	0.84799690655495	0.75	0.222	1
Atmin	0.603705966759772	0.432959407276106	1	0.778	1
Piezo1	0.603833021433199	0.677528619457229	0.75	0.667	1
Pip4k2b	0.60383437464523	-0.58009674554934	0.75	0.444	1
Psmd12	0.604052999025375	-0.339749371974606	1	1	1
Sptan1	0.604280163263539	0.388759603365571	1	1	1
Depdc7	0.604365981898315	1.04160090446677	0.75	0.222	1
Pde6d	0.604536969418765	0.498547748903683	1	0.667	1
Rpl19	0.604562591426794	0.263034405833794	1	0.778	1
Abhd2	0.604731940665493	-0.466699619101337	1	0.778	1
Ankrd46	0.604759343289612	-0.699490888747543	0.75	0.556	1
Prpsap1	0.605230797629369	-0.55444055594426	0.75	0.889	1
Zbtb20	0.605350480906852	0.503925928630249	1	0.889	1
Rpp14	0.605388528001121	-0.268517102171475	1	1	1
Mtmr9	0.605422846067099	0.532495080827021	1	0.778	1
Exoc1	0.605444048240968	-0.624214301111128	0.5	0.889	1
Plekha1	0.605643992051441	0.410188099617448	0.75	1	1
Klf13	0.605689100855477	0.461090842558987	1	0.889	1
Anks1	0.605877286783973	-0.736965594166206	0.25	0.333	1
Rhot1	0.60597390293279	-0.535789658739454	1	0.778	1
Eif2s1	0.606031126642027	-0.254880274085352	1	1	1
Phf20l1	0.606141593294178	-0.456260162005357	1	0.889	1
Zdhhc5	0.606215113358928	0.402585758232587	0.75	1	1
Arpc3	0.606508524187701	-0.330397685781501	1	1	1
Rtf1	0.606952376957142	0.304854581528421	1	1	1
0610030E20Rik	0.607064597380653	-0.619655218887316	0.75	0.778	1
Ripk2	0.607221259604346	0.27363635096442	1	1	1
Tspan4	0.607292411647317	-0.982078092002737	0.75	0.333	1
B4galt5	0.607325749233283	-0.362378550006281	1	1	1
Mfsd14a	0.607351898933326	0.451695969857692	0.75	0.889	1
Tmpo	0.60745195911647	-0.277254356370967	1	1	1
Six1	0.607515845756936	-0.60768257722124	0.75	0.667	1
Snapc5	0.607659432120085	0.54189377882927	0.75	0.556	1
Akap11	0.607743807130376	0.662965012722429	0.75	0.667	1
Cask	0.607753289789145	-0.751086702410859	0.25	0.889	1
Suds3	0.608315787146374	-0.328880855529129	1	1	1
Angel2	0.608765560048346	-0.498453507466481	1	0.778	1
Gm14639	0.60876565810253	-0.270647589943669	0.5	0.556	1
Akap7	0.608773050675521	-0.415037499278844	0.25	0.333	1
Gnl1	0.608931854788809	-0.345496566025767	1	1	1
Gatad2b	0.60905759595301	0.456229186598953	0.75	0.889	1
Paip2b	0.609064981236742	-0.75607441711391	1	0.444	1
Mtmr12	0.609276756823859	0.617383978413534	0.5	0.778	1
Fam149b	0.60927689919195	0.6463630453853	0.5	0.333	1
Nup205	0.609327038558186	0.339850002884624	1	1	1
Eif2b1	0.609555628504095	-0.664651389350316	0.5	0.778	1
Smchd1	0.609593969164881	-0.454838507336819	1	1	1
Acpp	0.609639716143151	-0.448746860885619	1	1	1
Tuba1a	0.6096482594946	0.73929064711245	0.75	0.333	1
Iqsec2	0.609811711357837	-0.756074417113911	0.5	0.444	1
Pag1	0.609855801693197	-0.614346307502251	0.25	0.444	1
Snord49b	0.609914500540716	-0.332575339086871	0.5	0.333	1
Nt5c3b	0.610459983460822	0.779978483126299	1	0.222	1
Opa3	0.61049616886598	0.345011708000404	1	0.889	1
Gpatch11	0.610498128700896	0.515421567468079	1	0.667	1
Ears2	0.610684162451841	0.649092838140872	0.75	0.444	1
Mthfs	0.610732111424243	-0.454565863465481	0.75	0.667	1
Adam19	0.611485158600137	-0.60768257722124	0.25	0.333	1
Phf6	0.611718947099168	-0.747612838365715	0.75	0.444	1
Snrnp200	0.612042109485385	-0.410849702315411	1	1	1
Cpne2	0.612117483179008	0.596458139558986	0.75	0.778	1
Socs6	0.612136714793327	-0.459431618637297	0.75	0.778	1
Vta1	0.612215751581641	-0.356620813053522	1	1	1
Cdc25a	0.612588485910119	-0.460125388807382	1	0.889	1
Dus3l	0.612878400302488	-0.648236675571874	0.5	0.667	1
Smim15	0.613358721787718	0.562242424221072	0.75	0.778	1
Arfgef2	0.613545935079871	0.722466024471091	0.75	0.444	1
Ezh2	0.613581327000149	-0.468335725438892	1	0.889	1
Usp32	0.613634818578571	0.773266031478324	1	0.444	1
Pvr	0.61399587534463	-0.532689087933117	0.75	0.889	1
Timm17b	0.614293027539624	0.417852514885898	1	0.889	1
Hibadh	0.614295468381232	0.36374827058199	1	1	1
Rsf1	0.614380188095736	0.608809242675524	1	0.556	1
Rai14	0.614409792866912	0.371788609414087	1	0.889	1
Gm17300	0.614455050676724	0.506959988719883	0.5	0.333	1
1110051M20Rik	0.614455068431991	0.506959988719883	0.75	0.222	1
Naa10	0.614979293426664	-0.335498734293637	1	0.889	1
Lilr4b	0.615039884988916	0.416085588711709	1	0.889	1
Ptpmt1	0.61522755943176	0.284567567383435	1	0.889	1
Rgs11	0.6153564797399	0.947532580105864	1	0.222	1
Mindy2	0.615364558272147	0.537656785942799	1	0.778	1
Stoml2	0.615458946817488	-0.447458976971221	0.75	0.889	1
Gm38279	0.615467425062275	-0.344648171387446	1	0.778	1
Bms1	0.615517721838483	0.31194400631474	1	0.889	1
Bclaf1	0.616184494087492	0.386182636606659	1	1	1
Zfp984	0.616614008118232	0.39231742277876	0.75	0.556	1
Mcm9	0.617138102357558	0.46948528330122	0.75	0.667	1
Slain2	0.617578317128845	0.342392197447078	1	0.889	1
Rpl28	0.617624419581068	0.269460674993227	1	0.667	1
Relch	0.61766070319111	-0.586803847545323	1	0.556	1
Rpf2	0.61767194281131	0.344603532855259	0.75	1	1
Rit1	0.617744560576945	0.676110388779352	0.75	0.556	1
Rnf128	0.618019272421614	0.812372996824229	0.75	0.333	1
Slc15a4	0.618481284141882	-0.760812336120574	0.5	0.444	1
Kif3b	0.618831231474088	0.658424662662177	1	0.556	1
Pitpna	0.619023687612615	-0.283161105685711	1	1	1
Dck	0.61912165050884	0.639410284743533	0.75	0.778	1
Tshz1	0.619259856922018	0.602240492152992	0.75	0.667	1
Vps72	0.61925987179804	0.321928094887363	1	0.889	1
Nudt2	0.619723785269058	0.816288046827612	0.75	0.333	1
Rab11fip3	0.619915863311009	0.813781191217037	0.5	0.333	1
Iws1	0.62000854714454	-0.356143810225275	1	1	1
Ap2a1	0.620275321201431	-0.60768257722124	0.5	0.556	1
Nup37	0.620309972303429	0.968291140272662	0.5	0.333	1
Cdon	0.62053155482017	-0.789433014060342	0.25	0.333	1
Gpatch2	0.620668500466485	0.330389673635559	1	0.667	1
Peak1	0.620757200849601	-0.776035158844798	0.75	0.556	1
Chsy1	0.620860580554719	-0.605859841614422	0.5	0.778	1
Rexo4	0.621238653053822	-0.532531062297285	0.5	1	1
Pfkfb3	0.621315809716135	0.280956313831056	1	1	1
Echdc1	0.621408873718043	0.672425341971496	0.75	0.222	1
Parp4	0.621618556520423	0.584962500721156	0.75	0.444	1
Zscan26	0.621760829555286	0.497499659470817	1	0.667	1
2210406H18Rik	0.621788296370204	-0.415037499278844	0.5	0.333	1
Jak3	0.621898923058607	-0.388565287917653	1	0.889	1
Msi2	0.622121463747133	-0.53051471669878	0.5	0.333	1
Mtfr1l	0.622302402886716	0.52323351096945	1	0.778	1
Cdc37l1	0.622420725812333	-0.482151695137381	1	0.889	1
Hras	0.62244581397718	0.279336218162895	1	1	1
Ppm1k	0.622568945387826	0.554588851677637	0.75	0.667	1
Insl6	0.622750665681181	-0.736965594166207	1	0.556	1
Cstb	0.623088103888408	-0.31550182572793	1	1	1
Nbeal1	0.623220472948073	-0.499926396865357	0.75	0.667	1
Rbm15	0.623420884132843	-0.5038467662367	1	0.556	1
Ugt1a7c	0.623659098353954	-0.518130992242947	0.75	0.778	1
Arg1	0.624193588784455	0.839743968340368	1	0.778	1
Lin37	0.624318017218107	-0.60768257722124	0.5	0.556	1
Cab39	0.62431865859959	0.440014164810057	1	0.778	1
Lxn	0.624670703643623	0.564203940554359	0.75	0.667	1
Cacybp	0.625108648725493	0.491853096329675	0.5	0.667	1
Zcchc2	0.625201714598492	-0.572006845617243	0.5	0.778	1
Gm3809	0.625255214277669	0.276840205358824	0.25	0.333	1
Gm10290	0.625255214277669	0.276840205358824	0.25	0.333	1
Wiz	0.625311468406795	0.545434136534519	1	0.444	1
Plod1	0.62536501466811	0.564203940554359	1	0.667	1
Eif4ebp2	0.625419076683987	0.303942349413999	1	0.889	1
Kank3	0.625683816173398	0.680119733761496	0.75	0.556	1
Uap1	0.625716261641311	-0.390254398348956	1	1	1
Mier3	0.625816229985579	-0.673349494870235	0.75	0.444	1
Fgl2	0.625955462207126	0.996860292469432	0.5	0.556	1
Mcm6	0.626075406147944	-0.436160790844598	1	1	1
Zfp560	0.626166292567559	0.602884408718419	1	0.333	1
Rps10-ps1	0.62619184237149	-0.3040061868901	0.75	0.556	1
Rpap3	0.626209529495224	-0.53051471669878	0.5	0.556	1
Mbtps1	0.626223468326646	0.460266753271841	0.75	0.889	1
Ints12	0.62644708689331	-0.67137725253863	0.75	0.667	1
Gapvd1	0.626767265800418	0.436205066779761	1	1	1
Tbc1d10b	0.626791609623286	-0.422532035825768	1	0.889	1
Pold3	0.626979732160354	-0.483343512669753	1	0.889	1
Cep95	0.627190928007078	0.684498174272071	0.75	0.333	1
Eif3m	0.627258040466728	-0.262112850362734	1	1	1
Cep68	0.627435879146241	-0.905363125861925	0.5	0.333	1
Flcn	0.627651662124829	-0.700014457993315	0.75	0.556	1
Rangap1	0.627660631673747	-0.285838435608125	1	1	1
Srp72	0.627766600812128	-0.375236491220869	1	0.889	1
Bet1l	0.627947831931319	0.413850584328402	0.75	0.889	1
Zbtb45	0.628120665852486	-0.541949611761063	0.75	0.667	1
Nup62	0.628143725684193	-0.524200942766578	1	0.778	1
Tax1bp3	0.629476611920604	-0.349449157651267	0.75	0.778	1
Ifrd1	0.629506621822844	0.323837684895994	1	1	1
Stam2	0.629653566714283	0.517848304862619	0.5	0.444	1
B4galnt1	0.629705770455036	0.416280666129476	1	0.889	1
Flot1	0.629865554648291	0.891623838955208	0.5	0.444	1
Mynn	0.629979886157936	0.729352410056331	0.75	0.333	1
Suco	0.630140165359571	-0.454565863465481	1	0.667	1
Aasdhppt	0.630579328464953	0.561692721398309	0.75	0.778	1
Ikzf4	0.630587926586104	-0.830074998557687	0.25	0.444	1
Pafah1b3	0.630605690990987	0.604327825588088	1	0.556	1
Gpatch8	0.631022298542547	-0.255096586409154	1	1	1
Zfp326	0.631060666919905	-0.695145418471579	0.5	0.444	1
Isyna1	0.631075109268349	0.430385463612279	1	0.889	1
Nars	0.631265274667325	0.43800506082597	1	0.889	1
Ptrhd1	0.631391325009554	-0.535331732996555	1	0.556	1
Rtf2	0.631507389835447	-0.390375445044575	1	0.889	1
Cpsf3	0.63157234290603	0.36106648879432	1	1	1
Gm7763	0.631724826366314	0.339850002884625	0.5	0.333	1
